"pc","list_position","x"
"1114293 -  Tamqul Loman High School - 1114293",11,"#pc > option:nth-child(11)"
"1114294 -  Loman High School - 1114294",12,"#pc > option:nth-child(12)"
"1114295 -  Samar Jaghori High School - 1114295",13,"#pc > option:nth-child(13)"
"1114296 -  SehPai Khudaidad village School - 1114296",14,"#pc > option:nth-child(14)"
"1114297 -  Shar Zayedah village School - 1114297",15,"#pc > option:nth-child(15)"
"1114298 -  Barak Main Mosque - 1114298",16,"#pc > option:nth-child(16)"
"1114299 -  Alyatu Turmin High School - 1114299",17,"#pc > option:nth-child(17)"
"1114300 -  Hujat Ibne Al Hasan High School - 1114300",18,"#pc > option:nth-child(18)"
"1114301 -  Shashpeer Primary School - 1114301",19,"#pc > option:nth-child(19)"
"1114302 -  Sar Talah Sayed Ahmad School - 1114302",20,"#pc > option:nth-child(20)"
"1114303 -  Hayatullah Mudares School - 1114303",21,"#pc > option:nth-child(21)"
"1114304 -  Shah Baitak Madrassah - 1114304",22,"#pc > option:nth-child(22)"
"1114305 -  Tabarghanak Secondary School - 1114305",23,"#pc > option:nth-child(23)"
"1114306 -  Sabz Chob Secondary School - 1114306",24,"#pc > option:nth-child(24)"
"1114307 -  Ghajoor Teacher Training - 1114307",25,"#pc > option:nth-child(25)"
"1114308 -  Shuhada Girls High School - 1114308",26,"#pc > option:nth-child(26)"
"1114309 -  Ghafoor Sultani High School - 1114309",27,"#pc > option:nth-child(27)"
"1114310 -  Chal Mamdak Primary School - 1114310",28,"#pc > option:nth-child(28)"
"1114311 -  Myangah Secondary School - 1114311",29,"#pc > option:nth-child(29)"
"1114312 -  Almitu village High School - 1114312",30,"#pc > option:nth-child(30)"
"1114313 -  Dahan Dawrah village Mosque - 1114313",31,"#pc > option:nth-child(31)"
"1114314 -  Chehel Baghtu Awqi Secondary School - 1114314",32,"#pc > option:nth-child(32)"
"1114315 -  Pashayee School - 1114315",33,"#pc > option:nth-child(33)"
"1114316 -  Pusht Chob High School - 1114316",34,"#pc > option:nth-child(34)"
"1114317 -  Jawdari village General Mosque  - 1114317",35,"#pc > option:nth-child(35)"
"1114318 -  Shams Aab Burdah Secondary School - 1114318",36,"#pc > option:nth-child(36)"
"1114319 -  Mazar Bi Bi Girls High School - 1114319",37,"#pc > option:nth-child(37)"
"1114320 -  Faiziah High School - 1114320",38,"#pc > option:nth-child(38)"
"1114321 -  Alberouni Pedgah High School - 1114321",39,"#pc > option:nth-child(39)"
"1114322 -  Baba High School - 1114322",40,"#pc > option:nth-child(40)"
"1114323 -  Shuhadai Haicha High School - 1114323",41,"#pc > option:nth-child(41)"
"1114324 -  Ghawgha Primary School - 1114324",42,"#pc > option:nth-child(42)"
"1114325 -  Imam Ali High School - 1114325",43,"#pc > option:nth-child(43)"
"1114326 -  Jaakah Secondary School - 1114326",44,"#pc > option:nth-child(44)"
"1115327 -  Bahauddin Mosque - 1115327",1,"#pc > option:nth-child(1)"
"1115328 -  Akhtar Khil village Mosque - 1115328",2,"#pc > option:nth-child(2)"
"1115329 -  Momin Abad Madrassah - 1115329",3,"#pc > option:nth-child(3)"
"1115330 -  Girls School - 1115330",4,"#pc > option:nth-child(4)"
"1115331 -  Nawai Khoni Mosque - 1115331",5,"#pc > option:nth-child(5)"
"1115332 -  Jumjumah Mosque - 1115332",6,"#pc > option:nth-child(6)"
"1115333 -  Abu Qalla Mosque - 1115333",7,"#pc > option:nth-child(7)"
"1115334 -  Srah Zrandah village School - 1115334",8,"#pc > option:nth-child(8)"
"1115335 -  Ahmad Khil village Mosque - 1115335",9,"#pc > option:nth-child(9)"
"1115336 -  Abas Qalla School - 1115336",10,"#pc > option:nth-child(10)"
"1115337 -  Mullah Khil Mosque - 1115337",11,"#pc > option:nth-child(11)"
"1115338 -  Chahar Qalla Mosque - 1115338",12,"#pc > option:nth-child(12)"
"1115339 -  Alam Khil village School - 1115339",13,"#pc > option:nth-child(13)"
"1115340 -  Larram village Mosque - 1115340",14,"#pc > option:nth-child(14)"
"1115341 -  Shabnam School - 1115341",15,"#pc > option:nth-child(15)"
"1116344 -  Mir Ahmad Gheghantu Mosque - 1116344",1,"#pc > option:nth-child(1)"
"1116345 -  Kamarak Boys High School - 1116345",2,"#pc > option:nth-child(2)"
"1116346 -  Kundalai Secondary School - 1116346",3,"#pc > option:nth-child(3)"
"1116347 -  Kharqul Daalah village High School - 1116347",4,"#pc > option:nth-child(4)"
"1116348 -  Beelughu village Secondary School - 1116348",5,"#pc > option:nth-child(5)"
"1116349 -  Uloom Balkhsan village Mosque - 1116349",6,"#pc > option:nth-child(6)"
"1116350 -  Sabzak village High School - 1116350",7,"#pc > option:nth-child(7)"
"1116351 -  Qash Qachngtu village Mosque - 1116351",8,"#pc > option:nth-child(8)"
"1116352 -  Peetu Qachanghtu village Mosque - 1116352",9,"#pc > option:nth-child(9)"
"1116353 -  Khakrezak Primary School - 1116353",10,"#pc > option:nth-child(10)"
"1116354 -  Sheenah Deh Health Clinic - 1116354",11,"#pc > option:nth-child(11)"
"1116355 -  Qalam Mazar Bughra Mosque - 1116355",12,"#pc > option:nth-child(12)"
"1116356 -  Jambood Girls High School - 1116356",13,"#pc > option:nth-child(13)"
"1116357 -  Sarwar Deh Secondary School - 1116357",14,"#pc > option:nth-child(14)"
"1116358 -  Geeru Sarwar Deh Mosque - 1116358",15,"#pc > option:nth-child(15)"
"1116359 -  Mir Ahmad Mohabat Mosque - 1116359",16,"#pc > option:nth-child(16)"
"1116360 -  Muradeenah High School - 1116360",17,"#pc > option:nth-child(17)"
"1116361 -  Godal Secondary School - 1116361",18,"#pc > option:nth-child(18)"
"1116362 -  Tukreek village Mosque - 1116362",19,"#pc > option:nth-child(19)"
"1116363 -  Kuhnah Deh Mosque - 1116363",20,"#pc > option:nth-child(20)"
"1116364 -  Martabah Ulyat Mosque - 1116364",21,"#pc > option:nth-child(21)"
"1116365 -  Bala Sar Qab Joi Secondary School - 1116365",22,"#pc > option:nth-child(22)"
"1116366 -  Qubjai village Primary School - 1116366",23,"#pc > option:nth-child(23)"
"1116367 -  Jakah village Clinic - 1116367",24,"#pc > option:nth-child(24)"
"1116368 -  Pai Jalgah High School - 1116368",25,"#pc > option:nth-child(25)"
"1116369 -  Nawah Pashaye High School - 1116369",26,"#pc > option:nth-child(26)"
"1116370 -  Wali Aser Sher Dagh Mosque - 1116370",27,"#pc > option:nth-child(27)"
"1116371 -  Shafali Mosque - 1116371",28,"#pc > option:nth-child(28)"
"1116372 -  Chaktamoor Secondary School - 1116372",29,"#pc > option:nth-child(29)"
"1116373 -  Kheeru Mosque - 1116373",30,"#pc > option:nth-child(30)"
"1116374 -  Qujangi Mosque - 1116374",31,"#pc > option:nth-child(31)"
"1117375 -  Loy Karez village Mosque - 1117375",1,"#pc > option:nth-child(1)"
"1117377 -  Balaheer village Mosque - 1117377",2,"#pc > option:nth-child(2)"
"1117380 -  Hasan Kalai village Mosque - 1117380",3,"#pc > option:nth-child(3)"
"1117382 -  Azad village Mosque - 1117382",4,"#pc > option:nth-child(4)"
"1117386 -  Aghu Jan village Mosque - 1117386",5,"#pc > option:nth-child(5)"
"1117387 -  Bazar Jandah Mosque - 1117387",6,"#pc > option:nth-child(6)"
"1117388 -  Latif village Mosque - 1117388",7,"#pc > option:nth-child(7)"
"1201001 -  Sharan Hospital - 1201001",1,"#pc > option:nth-child(1)"
"1201002 -  Ali Baba High School - 1201002",2,"#pc > option:nth-child(2)"
"1201003 -  Mohammad Khil High School (New name) - 1201003",3,"#pc > option:nth-child(3)"
"1201004 -  Old Kotwal School - 1201004",4,"#pc > option:nth-child(4)"
"1201005 -  Hazrat Bilal High School - 1201005",5,"#pc > option:nth-child(5)"
"1201006 -  Rafiq School - 1201006",6,"#pc > option:nth-child(6)"
"1201007 -  Spwanai Mosque - 1201007",7,"#pc > option:nth-child(7)"
"1201008 -  Bi Bi Zainab School - 1201008",8,"#pc > option:nth-child(8)"
"1201009 -  Eisa Ba Ba School - 1201009",9,"#pc > option:nth-child(9)"
"1201010 -  Banosai Qalla Mosque - 1201010",10,"#pc > option:nth-child(10)"
"1201011 -  Al Jihad Primary School - 1201011",11,"#pc > option:nth-child(11)"
"1201013 -  Jeenai School - 1201013",12,"#pc > option:nth-child(12)"
"1201014 -  Primary School - 1201014",13,"#pc > option:nth-child(13)"
"1201015 -  Salai Ibahimzo School - 1201015",14,"#pc > option:nth-child(14)"
"1201016 -  Mohammad Ali Jalali School - 1201016",15,"#pc > option:nth-child(15)"
"1202017 -  Cheenah Bagh District Center  - 1202017",1,"#pc > option:nth-child(1)"
"1202018 -  Chamrrai School - 1202018",2,"#pc > option:nth-child(2)"
"1202019 -  Mata Khan High School - 1202019",3,"#pc > option:nth-child(3)"
"1202020 -  Qalla Saidu High School (New name) - 1202020",4,"#pc > option:nth-child(4)"
"1202021 -  Folad Khil High School - 1202021",5,"#pc > option:nth-child(5)"
"1202022 -  Lagahro High School - 1202022",6,"#pc > option:nth-child(6)"
"1202023 -  Maryanni Mosque - 1202023",7,"#pc > option:nth-child(7)"
"1202024 -  Shorkachi Mosque - 1202024",8,"#pc > option:nth-child(8)"
"1202025 -  Koti Khil School - 1202025",9,"#pc > option:nth-child(9)"
"1202026 -  Ibrahimzai Mosque - 1202026",10,"#pc > option:nth-child(10)"
"1203027 -  Baran Mosque - 1203027",1,"#pc > option:nth-child(1)"
"1203028 -  Aryana School - 1203028",2,"#pc > option:nth-child(2)"
"1203029 -  Khoshal Ba Ba High School - 1203029",3,"#pc > option:nth-child(3)"
"1203030 -  Yousuf Khil Central High School - 1203030",4,"#pc > option:nth-child(4)"
"1203031 -  Abdullah Baba School - 1203031",5,"#pc > option:nth-child(5)"
"1203032 -  Barat Khil Girls School - 1203032",6,"#pc > option:nth-child(6)"
"1203033 -  Saidu Khil Mosque - 1203033",7,"#pc > option:nth-child(7)"
"1203034 -  Mest Bazar School - 1203034",8,"#pc > option:nth-child(8)"
"1204035 -  Noor Mohammad Mosque - 1204035",1,"#pc > option:nth-child(1)"
"1204036 -  Yahya Khil High School - 1204036",2,"#pc > option:nth-child(2)"
"1204037 -  Wahdat Primary School - 1204037",3,"#pc > option:nth-child(3)"
"1204038 -  Qurbuddin School - 1204038",4,"#pc > option:nth-child(4)"
"1204039 -  Nizamuddin Secondary School - 1204039",5,"#pc > option:nth-child(5)"
"1204040 -  Ghaeb Khilo High School - 1204040",6,"#pc > option:nth-child(6)"
"1204041 -  Zanku Mosque - 1204041",7,"#pc > option:nth-child(7)"
"1204042 -  Atalano Primary School - 1204042",8,"#pc > option:nth-child(8)"
"1204043 -  Shaheed Shah Mahmoud Secondary School - 1204043",9,"#pc > option:nth-child(9)"
"1205046 -  Galaruddin School - 1205046",1,"#pc > option:nth-child(1)"
"1205047 -  Eidgah Mosque - 1205047",2,"#pc > option:nth-child(2)"
"1205050 -  Sar Rawzah Primary School - 1205050",3,"#pc > option:nth-child(3)"
"1205051 -  District Administrator Office, Second building - 1205051",4,"#pc > option:nth-child(4)"
"1205052 -  Sultani High School - 1205052",5,"#pc > option:nth-child(5)"
"1205053 -  Parraw School - 1205053",6,"#pc > option:nth-child(6)"
"1206056 -  Genawah Primary School - 1206056",1,"#pc > option:nth-child(1)"
"1207060 -  Shah Gul Kala, Preliminary School - 1207060",1,"#pc > option:nth-child(1)"
"1207061 -  Mili Zai Mosque - 1207061",2,"#pc > option:nth-child(2)"
"1207062 -  Hasani High School - 1207062",3,"#pc > option:nth-child(3)"
"1207063 -  Bi Bi Fatima School - 1207063",4,"#pc > option:nth-child(4)"
"1207064 -  Bi Bi Ayesh School - 1207064",5,"#pc > option:nth-child(5)"
"1207065 -  Sadatu Mosque - 1207065",6,"#pc > option:nth-child(6)"
"1207066 -  Haji Pacha Mosque - 1207066",7,"#pc > option:nth-child(7)"
"1207067 -  Hashimiah High School - 1207067",8,"#pc > option:nth-child(8)"
"1207068 -  Payenda Khil Village School - 1207068",9,"#pc > option:nth-child(9)"
"1207069 -  Haji Gul Baran Mosque - 1207069",10,"#pc > option:nth-child(10)"
"1207070 -  Kewol Ba Ba School - 1207070",11,"#pc > option:nth-child(11)"
"1207071 -  SeGanah Preliminary School - 1207071",12,"#pc > option:nth-child(12)"
"1207072 -  Shaheed Abdul Hakim Khan School - 1207072",13,"#pc > option:nth-child(13)"
"1207073 -  Bi Bi Zahra High School - 1207073",14,"#pc > option:nth-child(14)"
"1207074 -  Bazar Hospital - 1207074",15,"#pc > option:nth-child(15)"
"1208085 -  Mach Faqeer Mosque - 1208085",1,"#pc > option:nth-child(1)"
"1208086 -  Shakeen Secondary School - 1208086",2,"#pc > option:nth-child(2)"
"1208087 -  Shakeen Bazar Mosque - 1208087",3,"#pc > option:nth-child(3)"
"1208088 -  Soor Daag - 1208088",4,"#pc > option:nth-child(4)"
"1208089 -  Shakeen Primary School - 1208089",5,"#pc > option:nth-child(5)"
"1208097 -  Eisa Jee School - 1208097",6,"#pc > option:nth-child(6)"
"1209104 -  Shah Khil Abad School - 1209104",1,"#pc > option:nth-child(1)"
"1209105 -  Noorani Boys Primary School - 1209105",2,"#pc > option:nth-child(2)"
"1209106 -  Guldad Mosque - 1209106",3,"#pc > option:nth-child(3)"
"1209107 -  Chambaran Girls Primary School - 1209107",4,"#pc > option:nth-child(4)"
"1209108 -  Shaheed Abdul Rahman Primary School - 1209108",5,"#pc > option:nth-child(5)"
"1209109 -  Jani Khil School - 1209109",6,"#pc > option:nth-child(6)"
"1209110 -  Jalozo Girls School - 1209110",7,"#pc > option:nth-child(7)"
"1209111 -  Shahturo Primary School - 1209111",8,"#pc > option:nth-child(8)"
"1209112 -  Hasthi Itehad Secondary School - 1209112",9,"#pc > option:nth-child(9)"
"1209113 -  Hasthi Primary School - 1209113",10,"#pc > option:nth-child(10)"
"1210114 -  Reyazul Uloom Secondary School no.2 - 1210114",1,"#pc > option:nth-child(1)"
"1210115 -  Rubat Asghar Kala Primary School - 1210115",2,"#pc > option:nth-child(2)"
"1210116 -  Ahmadya Secondary School - 1210116",3,"#pc > option:nth-child(3)"
"1210117 -  Mohammad Amin Mosque - 1210117",4,"#pc > option:nth-child(4)"
"1210118 -  Markazi High School - 1210118",5,"#pc > option:nth-child(5)"
"1210119 -  Reyazul Uloom Primary School no. 1 - 1210119",6,"#pc > option:nth-child(6)"
"1210120 -  Tawoos Khil Mosque - 1210120",7,"#pc > option:nth-child(7)"
"1210121 -  Abas Khil School - 1210121",8,"#pc > option:nth-child(8)"
"1210122 -  Zami Secondary School - 1210122",9,"#pc > option:nth-child(9)"
"1210123 -  Nawai Qalla High School - 1210123",10,"#pc > option:nth-child(10)"
"1210124 -  Zarra Qalla High School - 1210124",11,"#pc > option:nth-child(11)"
"1210126 -  Khani Qalla High School - 1210126",12,"#pc > option:nth-child(12)"
"1211128 -  Shiekhan Girls Primary School - 1211128",1,"#pc > option:nth-child(1)"
"1211134 -  Ali Baz Melmastoon (Guest House) - 1211134",2,"#pc > option:nth-child(2)"
"1211135 -  Pushte Mosque - 1211135",3,"#pc > option:nth-child(3)"
"1211138 -  Chena Khwa Madrassah - 1211138",4,"#pc > option:nth-child(4)"
"1211139 -  Faqeeran village Mosque - 1211139",5,"#pc > option:nth-child(5)"
"1211140 -  Meera Gul Mosque - 1211140",6,"#pc > option:nth-child(6)"
"1211141 -  Sarhadi Zadran village School - 1211141",7,"#pc > option:nth-child(7)"
"1211142 -  Dahane Secondary School - 1211142",8,"#pc > option:nth-child(8)"
"1211143 -  Barakat Girls School - 1211143",9,"#pc > option:nth-child(9)"
"1211144 -  Balesh Girls Primary School - 1211144",10,"#pc > option:nth-child(10)"
"1211145 -  Balesh School - 1211145",11,"#pc > option:nth-child(11)"
"1211146 -  Gulaki village Mosque - 1211146",12,"#pc > option:nth-child(12)"
"1211147 -  Urgoon old School Qarkhil - 1211147",13,"#pc > option:nth-child(13)"
"1211148 -  Chambarano Mosque - 1211148",14,"#pc > option:nth-child(14)"
"1211149 -  Urgoon old Girls School - 1211149",15,"#pc > option:nth-child(15)"
"1211150 -  Kalandar Madrassah - 1211150",16,"#pc > option:nth-child(16)"
"1211151 -  Ghoch School - 1211151",17,"#pc > option:nth-child(17)"
"1211152 -  Ba Ba Sahib Shiekhan School - 1211152",18,"#pc > option:nth-child(18)"
"1211153 -  Malakano Secondary School - 1211153",19,"#pc > option:nth-child(19)"
"1211154 -  Noorli School - 1211154",20,"#pc > option:nth-child(20)"
"1212155 -  Warzhana Ziaul Uloom High School - 1212155",1,"#pc > option:nth-child(1)"
"1212156 -  Jameel Khan Mosque - 1212156",2,"#pc > option:nth-child(2)"
"1212157 -  Clinic - 1212157",3,"#pc > option:nth-child(3)"
"1212158 -  Alimi Village Madrassah - 1212158",4,"#pc > option:nth-child(4)"
"1212159 -  Gulistan Clinic - 1212159",5,"#pc > option:nth-child(5)"
"1212160 -  Bostan Clinic - 1212160",6,"#pc > option:nth-child(6)"
"1213163 -  District Center - 1213163",1,"#pc > option:nth-child(1)"
"1213164 -  Hakim Khan Melmastoon (Guest House) - 1213164",2,"#pc > option:nth-child(2)"
"1213165 -  Ghazi Khan Mosque - 1213165",3,"#pc > option:nth-child(3)"
"1213166 -  Haji Sakhi Jan Melmastoon (Guest House) - 1213166",4,"#pc > option:nth-child(4)"
"1214169 -  Petugai Secondary School - 1214169",1,"#pc > option:nth-child(1)"
"1214170 -  Lowargai Primary School - 1214170",2,"#pc > option:nth-child(2)"
"1214171 -  Fakhr e Afghan School - 1214171",3,"#pc > option:nth-child(3)"
"1214172 -  Khandan Mosque - 1214172",4,"#pc > option:nth-child(4)"
"1214173 -  Noorabad School - 1214173",5,"#pc > option:nth-child(5)"
"1214174 -  Sher Baz Melmastoon (Guest House) - 1214174",6,"#pc > option:nth-child(6)"
"1214175 -  Farouqia School - 1214175",7,"#pc > option:nth-child(7)"
"1214178 -  Mahmoudia Madrassah - 1214178",8,"#pc > option:nth-child(8)"
"1214179 -  District Mosque - 1214179",9,"#pc > option:nth-child(9)"
"1214183 -  Border Ahmadzai Mosque - 1214183",10,"#pc > option:nth-child(10)"
"1216208 -  District Center tent - 1216208",1,"#pc > option:nth-child(1)"
"1217211 -  Apsar Kot Mosque - 1217211",1,"#pc > option:nth-child(1)"
"1217212 -  Haji Adam Kala Mosque - 1217212",2,"#pc > option:nth-child(2)"
"1217213 -  Khezar Khil center School - 1217213",3,"#pc > option:nth-child(3)"
"1217214 -  District Center Primary School - 1217214",4,"#pc > option:nth-child(4)"
"1217215 -  Gulalbi Mosque - 1217215",5,"#pc > option:nth-child(5)"
"1217216 -  Haji Mohammad Naeem Mosque - 1217216",6,"#pc > option:nth-child(6)"
"1217217 -  Marjan Mosque - 1217217",7,"#pc > option:nth-child(7)"
"1217218 -  Noorani High School - 1217218",8,"#pc > option:nth-child(8)"
"1218219 -  Du Cheenah village Mosque - 1218219",1,"#pc > option:nth-child(1)"
"1218220 -  Police Old Office - 1218220",2,"#pc > option:nth-child(2)"
"1218221 -  Du Cheenah village Shop - 1218221",3,"#pc > option:nth-child(3)"
"1218222 -  Eid Gul Melmastoon (Guest House) - 1218222",4,"#pc > option:nth-child(4)"
"1218223 -  Haji Bahlol Melmastoon (Guest House) - 1218223",5,"#pc > option:nth-child(5)"
"1218224 -  Wakeel Ghamai School - 1218224",6,"#pc > option:nth-child(6)"
"1218225 -  Clinic  - 1218225",7,"#pc > option:nth-child(7)"
"1218226 -  District Center - 1218226",8,"#pc > option:nth-child(8)"
"1218227 -  District Center Secondary School - 1218227",9,"#pc > option:nth-child(9)"
"1218228 -  Sarozai Mosque - 1218228",10,"#pc > option:nth-child(10)"
"1218229 -  Haji Nawab Khan Melmastoon (Guest House) - 1218229",11,"#pc > option:nth-child(11)"
"1218230 -  Abdul Melmastoon (Guest House) - 1218230",12,"#pc > option:nth-child(12)"
"1219231 -  DistriCT Center Toori School - 1219231",1,"#pc > option:nth-child(1)"
"1219232 -  Sarwar Khan Cheenah Mosque - 1219232",2,"#pc > option:nth-child(2)"
"1219233 -  Kochka Mosque - 1219233",3,"#pc > option:nth-child(3)"
"1219234 -  Amarkhil Karez Mosque - 1219234",4,"#pc > option:nth-child(4)"
"1219235 -  Bozah Mosque - 1219235",5,"#pc > option:nth-child(5)"
"1219236 -  Saduzai Mosque - 1219236",6,"#pc > option:nth-child(6)"
"1219237 -  Peshaki Mosque - 1219237",7,"#pc > option:nth-child(7)"
"1301001 -  Terai Bagh Shah High School - 1301001",1,"#pc > option:nth-child(1)"
"1301002 -  Abdul Hai High School - 1301002",2,"#pc > option:nth-child(2)"
"1301003 -  Sayed Hasan High School - 1301003",3,"#pc > option:nth-child(3)"
"1301004 -  Shashgar High School - 1301004",4,"#pc > option:nth-child(4)"
"1301005 -  Paktia University - 1301005",5,"#pc > option:nth-child(5)"
"1301006 -  Rubat Boys School - 1301006",6,"#pc > option:nth-child(6)"
"1301007 -  Ba Ba Sadeq High School - 1301007",7,"#pc > option:nth-child(7)"
"1301008 -  Ibrahim Khil School - 1301008",8,"#pc > option:nth-child(8)"
"1301010 -  Khudaidad Khil High School - 1301010",9,"#pc > option:nth-child(9)"
"1301011 -  Dadgul Mosque - 1301011",10,"#pc > option:nth-child(10)"
"1301012 -  Banozai High School - 1301012",11,"#pc > option:nth-child(11)"
"1301013 -  Darah High School - 1301013",12,"#pc > option:nth-child(12)"
"1301014 -  Zaho Primary School - 1301014",13,"#pc > option:nth-child(13)"
"1301015 -  Khwaja Ali Mahlan High School - 1301015",14,"#pc > option:nth-child(14)"
"1301016 -  Bala Deh School - 1301016",15,"#pc > option:nth-child(15)"
"1301017 -  Nazar Gul Mosque - 1301017",16,"#pc > option:nth-child(16)"
"1301018 -  Zarbati Mosque - 1301018",17,"#pc > option:nth-child(17)"
"1301019 -  Abdullah Khil High School - 1301019",18,"#pc > option:nth-child(18)"
"1301020 -  Teerah School - 1301020",19,"#pc > option:nth-child(19)"
"1301021 -  Serrai School - 1301021",20,"#pc > option:nth-child(20)"
"1301022 -  Tandano School - 1301022",21,"#pc > option:nth-child(21)"
"1301198 - Deh Bashi High School - 1301198",22,"#pc > option:nth-child(22)"
"1301199 - Shah Qambar High School - 1301199",23,"#pc > option:nth-child(23)"
"1302023 -  Khwaja Ali Zyarat - 1302023",1,"#pc > option:nth-child(1)"
"1302024 -  Khwaja Khil Mosque - 1302024",2,"#pc > option:nth-child(2)"
"1302025 -  Haji Daleel Mosque - 1302025",3,"#pc > option:nth-child(3)"
"1302026 -  Rod High School - 1302026",4,"#pc > option:nth-child(4)"
"1302027 -  Feroz Khil High School - 1302027",5,"#pc > option:nth-child(5)"
"1302028 -  Salam Khil School - 1302028",6,"#pc > option:nth-child(6)"
"1302029 -  Sarkai Malang Clinic - 1302029",7,"#pc > option:nth-child(7)"
"1302030 -  Hassan Kala High School - 1302030",8,"#pc > option:nth-child(8)"
"1302031 -  Mamozai Secondary School  - 1302031",9,"#pc > option:nth-child(9)"
"1302032 -  Machghalo High School - 1302032",10,"#pc > option:nth-child(10)"
"1302033 -  Borgai School - 1302033",11,"#pc > option:nth-child(11)"
"1302034 -  Akhund Khil Secondary School - 1302034",12,"#pc > option:nth-child(12)"
"1302035 -  Fazel Khil Jame Mosque - 1302035",13,"#pc > option:nth-child(13)"
"1302036 -  Mansour Khil Secondary School - 1302036",14,"#pc > option:nth-child(14)"
"1303048 -  Batoor High School - 1303048",1,"#pc > option:nth-child(1)"
"1303052 -  Haibat School - 1303052",2,"#pc > option:nth-child(2)"
"1303057 -  Kolalgo High School - 1303057",3,"#pc > option:nth-child(3)"
"1303058 -  Itefaq School - 1303058",4,"#pc > option:nth-child(4)"
"1303064 -  Habibullah High School - 1303064",5,"#pc > option:nth-child(5)"
"1303065 -  Alozo School - 1303065",6,"#pc > option:nth-child(6)"
"1303066 -  Soorkai School - 1303066",7,"#pc > option:nth-child(7)"
"1303067 -  Kam Jamali village Mosque - 1303067",8,"#pc > option:nth-child(8)"
"1304068 -  Shabak Primary School - 1304068",1,"#pc > option:nth-child(1)"
"1304069 -  Ibrahim Khil High School - 1304069",2,"#pc > option:nth-child(2)"
"1304070 -  Ghalgai Primary School  - 1304070",3,"#pc > option:nth-child(3)"
"1305071 -  Nasri Baba School - 1305071",1,"#pc > option:nth-child(1)"
"1305074 -  School tent - 1305074",2,"#pc > option:nth-child(2)"
"1305075 -  Ghorkai village School - 1305075",3,"#pc > option:nth-child(3)"
"1305076 -  Wazai Primary School - 1305076",4,"#pc > option:nth-child(4)"
"1305077 -  Lotah Mosque - 1305077",5,"#pc > option:nth-child(5)"
"1305078 -  Ghorkai Kholah Madrassah - 1305078",6,"#pc > option:nth-child(6)"
"1305079 -  Sargorrai Karez Primary School - 1305079",7,"#pc > option:nth-child(7)"
"1305080 -  Mata Khil Mosque - 1305080",8,"#pc > option:nth-child(8)"
"1306091 -  Boqar Mosque - 1306091",1,"#pc > option:nth-child(1)"
"1306093 -  Khan Khil School - 1306093",2,"#pc > option:nth-child(2)"
"1306094 -  Khoshal Khil Madrassah - 1306094",3,"#pc > option:nth-child(3)"
"1306096 -  Shajanak School - 1306096",4,"#pc > option:nth-child(4)"
"1306097 -  Sameen Khil Madrassah - 1306097",5,"#pc > option:nth-child(5)"
"1306098 -  Karez Mosque - 1306098",6,"#pc > option:nth-child(6)"
"1306099 -  Khand Khil School - 1306099",7,"#pc > option:nth-child(7)"
"1306100 -  Shiekhano Mosque - 1306100",8,"#pc > option:nth-child(8)"
"1306101 -  Sayed Karam District Center  - 1306101",9,"#pc > option:nth-child(9)"
"1306102 -  Kondar Khilo Mosque - 1306102",10,"#pc > option:nth-child(10)"
"1306103 -  Loy Khwarr Mosque - 1306103",11,"#pc > option:nth-child(11)"
"1306104 -  Mach Mosque - 1306104",12,"#pc > option:nth-child(12)"
"1307105 -  Kotkai Mosque - 1307105",1,"#pc > option:nth-child(1)"
"1307106 -  Gul Ghundai Mosque - 1307106",2,"#pc > option:nth-child(2)"
"1307109 -  Faqeer Baba School - 1307109",3,"#pc > option:nth-child(3)"
"1307112 -  Ahmad Khil School - 1307112",4,"#pc > option:nth-child(4)"
"1307113 -  Khwazi Khil Speen Masjid Mosque - 1307113",5,"#pc > option:nth-child(5)"
"1307114 -  Kanna Khil School - 1307114",6,"#pc > option:nth-child(6)"
"1307116 -  Sangar Mosque - 1307116",7,"#pc > option:nth-child(7)"
"1307118 -  Badali School - 1307118",8,"#pc > option:nth-child(8)"
"1307119 -  Zarakhil Madrassah - 1307119",9,"#pc > option:nth-child(9)"
"1307121 -  Shagai Mosque - 1307121",10,"#pc > option:nth-child(10)"
"1307122 -  Khairmani School - 1307122",11,"#pc > option:nth-child(11)"
"1308129 -  Mirazi School - 1308129",1,"#pc > option:nth-child(1)"
"1308131 -  Meerazi High School - 1308131",2,"#pc > option:nth-child(2)"
"1308140 -  Shwat Clinic - 1308140",3,"#pc > option:nth-child(3)"
"1309147 -  Jani Khil High School - 1309147",1,"#pc > option:nth-child(1)"
"1309148 -  Chelam School - 1309148",2,"#pc > option:nth-child(2)"
"1310152 -  District Center Hospital - 1310152",1,"#pc > option:nth-child(1)"
"1310153 -  Chamkanai High School - 1310153",2,"#pc > option:nth-child(2)"
"1310154 -  Koz Hesarak Kali Mosque - 1310154",3,"#pc > option:nth-child(3)"
"1310155 -  Manda Khil High School - 1310155",4,"#pc > option:nth-child(4)"
"1310156 -  Sulaiman Khil Mosque - 1310156",5,"#pc > option:nth-child(5)"
"1310157 -  Chinar Mosque - 1310157",6,"#pc > option:nth-child(6)"
"1310158 -  Lowarre Madrassah - 1310158",7,"#pc > option:nth-child(7)"
"1310159 -  Babu Khil School - 1310159",8,"#pc > option:nth-child(8)"
