pc_code,ps_code,ps_type,vr_final_total_19
1602022,1602022-09,F,400
1602022,1602022-10,F,276
1602022,1602022-11,F,275
1602023,1602023-01,M,27
1602024,1602024-01,M,31
1602024,1602024-02,F,35
1602025,1602025-01,M,94
1602025,1602025-02,F,2
1603026,1603026-01,M,317
1603026,1603026-02,M,316
1603026,1603026-03,F,209
1603026,1603026-04,F,208
1603027,1603027-01,M,400
1603027,1603027-02,M,400
1603027,1603027-03,M,400
1603027,1603027-04,M,293
1603027,1603027-05,M,293
1603027,1603027-06,F,400
1603027,1603027-07,F,400
1603027,1603027-08,F,400
1603027,1603027-09,F,202
1603027,1603027-10,F,202
1603028,1603028-01,M,400
1603028,1603028-02,M,400
1603028,1603028-03,M,400
1603028,1603028-04,M,400
1603028,1603028-05,M,400
1603028,1603028-06,M,248
1603028,1603028-07,M,248
1603028,1603028-08,F,400
1603028,1603028-09,F,400
1603028,1603028-10,F,400
1603028,1603028-11,F,259
1603028,1603028-12,F,258
1603029,1603029-01,M,400
1603029,1603029-02,M,277
1603029,1603029-03,M,276
1603029,1603029-04,F,318
1603029,1603029-05,F,317
1603030,1603030-01,M,391
1603030,1603030-02,M,391
1603030,1603030-03,F,280
1603031,1603031-01,M,400
1603031,1603031-02,M,400
1603031,1603031-03,M,400
1603031,1603031-04,M,400
1603031,1603031-05,M,308
1603031,1603031-06,M,307
1603031,1603031-07,F,400
1603031,1603031-08,F,400
1603031,1603031-09,F,400
1603031,1603031-10,F,280
1603031,1603031-11,F,279
1603032,1603032-01,M,400
1603032,1603032-02,M,299
1603032,1603032-03,M,298
1603032,1603032-04,F,217
1603032,1603032-05,F,217
1604033,1604033-01,M,242
1604033,1604033-02,M,241
1604033,1604033-03,F,125
1604034,1604034-01,M,400
1604034,1604034-02,M,400
1604034,1604034-03,M,238
1604034,1604034-04,M,237
1604034,1604034-05,F,400
1604034,1604034-06,F,203
1604034,1604034-07,F,203
1604035,1604035-01,M,214
1604035,1604035-02,M,213
1604035,1604035-03,F,122
1604036,1604036-01,M,400
1604036,1604036-02,M,400
1604036,1604036-03,M,400
1604036,1604036-04,M,283
1604036,1604036-05,M,283
1604036,1604036-06,F,400
1604036,1604036-07,F,338
1604036,1604036-08,F,337
1604037,1604037-01,M,400
1604037,1604037-02,M,400
1604037,1604037-03,M,245
1604037,1604037-04,M,245
1604037,1604037-05,F,294
1604037,1604037-06,F,294
1604038,1604038-01,M,400
1604038,1604038-02,M,400
1604038,1604038-03,M,400
1604038,1604038-04,M,304
1604038,1604038-05,M,304
1604038,1604038-06,F,383
1604039,1604039-01,M,400
1604039,1604039-02,M,400
1604039,1604039-03,M,249
1604039,1604039-04,M,248
1604039,1604039-05,F,342
1604039,1604039-06,F,341
1604040,1604040-01,M,393
1604040,1604040-02,F,100
1604041,1604041-01,M,375
1604041,1604041-02,M,374
1604041,1604041-03,F,175
1605042,1605042-01,M,211
1605042,1605042-02,M,211
1605042,1605042-03,F,104
1605043,1605043-01,M,400
1605043,1605043-02,M,400
1605043,1605043-03,M,204
1605043,1605043-04,M,204
1605043,1605043-05,F,268
1605044,1605044-01,M,400
1605044,1605044-02,M,400
1605044,1605044-03,M,400
1605044,1605044-04,M,400
1605044,1605044-05,M,400
1605044,1605044-06,M,400
1605044,1605044-07,M,400
1605044,1605044-08,M,400
1605044,1605044-09,M,203
1605044,1605044-10,M,203
1605044,1605044-11,F,400
1605044,1605044-12,F,400
1605044,1605044-13,F,253
1605044,1605044-14,F,253
1605045,1605045-01,M,319
1605045,1605045-02,M,319
1605045,1605045-03,F,280
1605045,1605045-04,F,280
1605046,1605046-01,M,294
1605046,1605046-02,M,294
1605046,1605046-03,F,384
1605047,1605047-01,M,400
1605047,1605047-02,M,399
1605047,1605047-03,M,399
1605047,1605047-04,F,270
1605047,1605047-05,F,270
1605049,1605049-01,M,306
1605049,1605049-02,F,16
1606051,1606051-01,M,400
1606051,1606051-02,M,400
1606051,1606051-03,M,274
1606051,1606051-04,M,273
1606051,1606051-05,F,400
1606051,1606051-06,F,300
1606051,1606051-07,F,299
1606052,1606052-01,M,400
1606052,1606052-02,M,400
1606052,1606052-03,M,400
1606052,1606052-04,M,400
1606052,1606052-05,M,400
1606052,1606052-06,M,213
1606052,1606052-07,M,213
1606052,1606052-08,F,400
1606052,1606052-09,F,368
1606052,1606052-10,F,367
1606053,1606053-01,M,400
1606053,1606053-02,M,400
1606053,1606053-03,M,229
1606053,1606053-04,M,229
1606053,1606053-05,F,400
1606053,1606053-06,F,343
1606053,1606053-07,F,342
1606059,1606059-01,M,332
1606059,1606059-02,M,331
1606059,1606059-03,F,331
1606060,1606060-01,M,264
1606060,1606060-02,M,264
1606060,1606060-03,F,209
1606060,1606060-04,F,208
1607063,1607063-01,M,375
1607063,1607063-02,M,374
1607063,1607063-03,F,284
1607064,1607064-01,M,400
1607064,1607064-02,M,389
1607064,1607064-03,M,388
1607064,1607064-04,F,312
1607071,1607071-01,M,400
1607071,1607071-02,M,400
1607071,1607071-03,M,400
1607071,1607071-04,M,400
1607071,1607071-05,M,250
1607071,1607071-06,M,249
1607071,1607071-07,F,258
1608073,1608073-01,M,224
1608073,1608073-02,M,224
1608073,1608073-03,F,96
1608074,1608074-01,M,400
1608074,1608074-02,M,400
1608074,1608074-03,M,399
1608074,1608074-04,M,398
1608074,1608074-05,F,400
1608074,1608074-06,F,400
1608074,1608074-07,F,304
1608074,1608074-08,F,303
1608075,1608075-01,M,296
1608075,1608075-02,M,295
1608075,1608075-03,F,295
1608075,1608075-04,F,295
1608076,1608076-01,M,400
1608076,1608076-02,M,216
1608076,1608076-03,M,215
1608076,1608076-04,F,290
1608076,1608076-05,F,290
1608077,1608077-01,M,400
1608077,1608077-02,M,400
1608077,1608077-03,M,205
1608077,1608077-04,M,204
1608077,1608077-05,F,400
1608077,1608077-06,F,370
1608077,1608077-07,F,370
1608078,1608078-01,M,400
1608078,1608078-02,M,400
1608078,1608078-03,M,208
1608078,1608078-04,M,207
1608078,1608078-05,F,273
1608078,1608078-06,F,273
1608079,1608079-01,M,288
1608079,1608079-02,M,287
1608079,1608079-03,F,233
1608079,1608079-04,F,233
1701001,1701001-01,M,400
1701001,1701001-02,M,318
1701001,1701001-03,M,317
1701001,1701001-04,F,375
1701001,1701001-05,F,375
1701002,1701002-01,M,304
1701002,1701002-02,M,304
1701002,1701002-03,F,231
1701002,1701002-04,F,230
1701003,1701003-01,M,400
1701003,1701003-02,M,400
1701003,1701003-03,M,400
1701003,1701003-04,M,274
1701003,1701003-05,M,274
1701003,1701003-06,F,393
1701003,1701003-07,F,393
1701004,1701004-01,M,310
1701004,1701004-02,M,309
1701004,1701004-03,F,400
1701004,1701004-04,F,302
1701004,1701004-05,F,301
1701005,1701005-01,M,384
1701005,1701005-02,M,384
1701005,1701005-03,F,290
1701005,1701005-04,F,289
1701006,1701006-01,M,318
1701006,1701006-02,M,318
1701006,1701006-03,F,340
1701006,1701006-04,F,340
1701007,1701007-01,M,400
1701007,1701007-02,M,400
1701007,1701007-03,M,400
1701007,1701007-04,M,400
1701007,1701007-05,M,400
1701007,1701007-06,M,400
1701007,1701007-07,M,383
1701007,1701007-08,M,383
1701007,1701007-09,F,400
1701007,1701007-10,F,400
1701007,1701007-11,F,301
1701007,1701007-12,F,301
1701008,1701008-01,M,400
1701008,1701008-02,M,400
1701008,1701008-03,M,400
1701008,1701008-04,M,400
1701008,1701008-05,M,400
1701008,1701008-06,M,388
1701008,1701008-07,M,388
1701008,1701008-08,F,400
1701008,1701008-09,F,400
1701008,1701008-10,F,400
1701008,1701008-11,F,400
1701008,1701008-12,F,400
1701008,1701008-13,F,400
1701008,1701008-14,F,288
1701008,1701008-15,F,288
1701009,1701009-01,M,327
1701009,1701009-02,M,326
1701009,1701009-03,F,400
1701009,1701009-04,F,308
1701009,1701009-05,F,308
1701010,1701010-01,M,400
1701010,1701010-02,M,400
1701010,1701010-03,M,400
1701010,1701010-04,M,298
1701010,1701010-05,M,298
1701010,1701010-06,F,293
1701010,1701010-07,F,292
1701011,1701011-01,M,239
1701011,1701011-02,F,352
1701012,1701012-01,M,159
1701012,1701012-02,F,105
1701013,1701013-01,M,160
1701013,1701013-02,F,88
1701014,1701014-01,M,253
1701014,1701014-02,F,148
1701015,1701015-01,M,222
1701015,1701015-02,F,1
1701016,1701016-01,M,136
1701016,1701016-02,F,4
1701017,1701017-01,M,160
1701017,1701017-02,F,93
1701018,1701018-01,M,245
1701018,1701018-02,F,144
1701019,1701019-01,M,266
1701019,1701019-02,M,266
1701019,1701019-03,F,207
1701019,1701019-04,F,207
1701020,1701020-01,M,261
1701020,1701020-02,F,307
1701021,1701021-01,M,231
1701021,1701021-02,M,230
1701021,1701021-03,F,214
1701021,1701021-04,F,213
1701022,1701022-01,M,330
1701022,1701022-02,F,290
1701023,1701023-01,M,242
1701023,1701023-02,F,1
1701059,1701059-01,M,238
1701059,1701059-02,M,237
1701059,1701059-03,F,235
1702025,1702025-01,M,313
1702025,1702025-02,F,180
1702027,1702027-01,M,297
1702027,1702027-02,F,301
1702028,1702028-01,M,174
1702028,1702028-02,F,105
1702029,1702029-01,M,263
1702029,1702029-02,M,262
1702029,1702029-03,F,207
1702030,1702030-01,M,239
1702030,1702030-02,M,238
1702030,1702030-03,F,256
1702030,1702030-04,F,256
1702031,1702031-01,M,320
1702031,1702031-02,F,270
1702032,1702032-01,M,389
1702032,1702032-02,F,357
1702033,1702033-01,M,400
1702033,1702033-02,M,400
1702033,1702033-03,M,391
1702033,1702033-04,M,390
1702033,1702033-05,F,400
1702033,1702033-06,F,334
1702033,1702033-07,F,334
1702034,1702034-01,M,257
1702034,1702034-02,M,256
1702034,1702034-03,F,54
1702035,1702035-01,M,227
1702035,1702035-02,M,227
1702035,1702035-03,F,247
1702036,1702036-01,M,372
1702036,1702036-02,M,372
1702036,1702036-03,F,200
1702037,1702037-01,M,399
1702037,1702037-02,F,233
1702037,1702037-03,F,233
1702038,1702038-01,M,360
1702038,1702038-02,M,360
1702038,1702038-03,F,257
1702038,1702038-04,F,256
1702039,1702039-01,M,248
1702039,1702039-02,F,23
1702040,1702040-01,M,260
1702040,1702040-02,M,259
1702040,1702040-03,F,120
1702041,1702041-01,M,400
1702041,1702041-02,M,400
1702041,1702041-03,M,311
1702041,1702041-04,M,310
1702041,1702041-05,F,328
1702042,1702042-01,M,400
1702042,1702042-02,M,400
1702042,1702042-03,M,356
1702042,1702042-04,M,356
1702042,1702042-05,F,400
1702042,1702042-06,F,400
1702042,1702042-07,F,277
1702042,1702042-08,F,277
1702043,1702043-01,M,375
1702043,1702043-02,M,374
1702043,1702043-03,F,292
1702043,1702043-04,F,292
1702044,1702044-01,M,396
1702044,1702044-02,F,83
1702045,1702045-01,M,400
1702045,1702045-02,M,400
1702045,1702045-03,M,316
1702045,1702045-04,M,315
1702045,1702045-05,F,400
1702045,1702045-06,F,400
1702045,1702045-07,F,231
1702045,1702045-08,F,231
1702046,1702046-01,M,234
1702046,1702046-02,M,234
1702046,1702046-03,F,329
1702046,1702046-04,F,329
1702047,1702047-01,M,400
1702047,1702047-02,M,400
1702047,1702047-03,M,311
1702047,1702047-04,M,311
1702047,1702047-05,F,398
1702047,1702047-06,F,397
1702048,1702048-01,M,261
1702048,1702048-02,M,261
1702048,1702048-03,F,18
1702049,1702049-01,M,322
1702049,1702049-02,M,322
1702049,1702049-03,F,364
1702049,1702049-04,F,364
1702050,1702050-01,M,215
1702050,1702050-02,M,215
1702050,1702050-03,F,267
1702050,1702050-04,F,267
1702051,1702051-01,M,213
1702051,1702051-02,M,212
1702051,1702051-03,F,203
1702051,1702051-04,F,202
1702052,1702052-01,M,235
1702052,1702052-02,M,234
1702052,1702052-03,F,344
1702053,1702053-01,M,391
1702053,1702053-02,F,175
1702054,1702054-01,M,244
1702054,1702054-02,M,243
1702054,1702054-03,F,285
1702055,1702055-01,M,400
1702055,1702055-02,M,211
1702055,1702055-03,M,211
1702055,1702055-04,F,327
1702055,1702055-05,F,326
1702056,1702056-01,M,218
1702056,1702056-02,M,217
1702056,1702056-03,F,356
1702057,1702057-01,M,105
1702057,1702057-02,F,8
1703058,1703058-01,M,211
1703058,1703058-02,F,134
1703060,1703060-01,M,361
1703060,1703060-02,F,176
1703061,1703061-01,M,368
1703061,1703061-02,M,367
1703061,1703061-03,F,43
1703062,1703062-01,M,400
1703062,1703062-02,M,400
1703062,1703062-03,F,365
1703065,1703065-01,M,254
1703065,1703065-02,M,253
1703065,1703065-03,F,232
1703065,1703065-04,F,231
1704066,1704066-01,M,393
1704066,1704066-02,M,393
1704066,1704066-03,F,250
1704066,1704066-04,F,250
1704067,1704067-01,M,400
1704067,1704067-02,M,225
1704067,1704067-03,M,225
1704067,1704067-04,F,258
1704067,1704067-05,F,257
1704068,1704068-01,M,400
1704068,1704068-02,M,324
1704068,1704068-03,M,323
1704068,1704068-04,F,204
1704068,1704068-05,F,204
1704069,1704069-01,M,219
1704069,1704069-02,M,219
1704069,1704069-03,F,371
1704070,1704070-01,M,254
1704070,1704070-02,M,253
1704070,1704070-03,F,298
1704071,1704071-01,M,327
1704071,1704071-02,M,327
1704071,1704071-03,F,307
1704071,1704071-04,F,307
1704072,1704072-01,M,400
1704072,1704072-02,M,224
1704072,1704072-03,M,223
1704072,1704072-04,F,400
1704072,1704072-05,F,306
1704072,1704072-06,F,305
1704073,1704073-01,M,400
1704073,1704073-02,M,225
1704073,1704073-03,M,224
1704073,1704073-04,F,371
1704073,1704073-05,F,370
1704074,1704074-01,M,281
1704074,1704074-02,M,280
1704074,1704074-03,F,400
1704074,1704074-04,F,293
1704074,1704074-05,F,292
1704075,1704075-01,M,245
1704075,1704075-02,M,244
1704075,1704075-03,F,321
1704075,1704075-04,F,320
1704076,1704076-01,M,205
1704076,1704076-02,M,204
1704076,1704076-03,F,241
1704076,1704076-04,F,241
1704077,1704077-01,M,399
1704077,1704077-02,M,398
1704077,1704077-03,F,305
1704077,1704077-04,F,305
1704078,1704078-01,M,400
1704078,1704078-02,M,323
1704078,1704078-03,M,323
1704078,1704078-04,F,400
1704078,1704078-05,F,330
1704078,1704078-06,F,330
1704079,1704079-01,M,294
1704079,1704079-02,M,294
1704079,1704079-03,F,201
1704079,1704079-04,F,201
1704080,1704080-01,M,376
1704080,1704080-02,M,376
1704080,1704080-03,F,249
1704080,1704080-04,F,248
1704081,1704081-01,M,400
1704081,1704081-02,M,370
1704081,1704081-03,M,370
1704081,1704081-04,F,400
1704081,1704081-05,F,372
1704081,1704081-06,F,372
1704082,1704082-01,M,400
1704082,1704082-02,M,238
1704082,1704082-03,M,238
1704082,1704082-04,F,394
1704082,1704082-05,F,394
1705083,1705083-01,M,400
1705083,1705083-02,M,263
1705083,1705083-03,M,263
1705083,1705083-04,F,400
1705083,1705083-05,F,236
1705083,1705083-06,F,236
1705084,1705084-01,M,400
1705084,1705084-02,M,305
1705084,1705084-03,M,305
1705084,1705084-04,F,345
1705084,1705084-05,F,345
1705085,1705085-01,M,400
1705085,1705085-02,M,266
1705085,1705085-03,M,266
1705085,1705085-04,F,310
1705085,1705085-05,F,309
1705086,1705086-01,M,400
1705086,1705086-02,M,400
1705086,1705086-03,M,400
1705086,1705086-04,F,399
1705086,1705086-05,F,399
1705087,1705087-01,M,400
1705087,1705087-02,M,209
1705087,1705087-03,M,208
1705087,1705087-04,F,270
1705087,1705087-05,F,270
1705088,1705088-01,M,400
1705088,1705088-02,M,400
1705088,1705088-03,M,290
1705088,1705088-04,M,290
1705088,1705088-05,F,324
1705088,1705088-06,F,324
1706089,1706089-01,M,400
1706089,1706089-02,M,400
1706089,1706089-03,M,291
1706089,1706089-04,M,290
1706089,1706089-05,F,400
1706089,1706089-06,F,304
1706089,1706089-07,F,303
1706090,1706090-01,M,400
1706090,1706090-02,M,308
1706090,1706090-03,M,308
1706090,1706090-04,F,244
1706091,1706091-01,M,400
1706091,1706091-02,M,400
1706091,1706091-03,M,341
1706091,1706091-04,M,340
1706091,1706091-05,F,400
1706091,1706091-06,F,366
1706091,1706091-07,F,365
1706092,1706092-01,M,351
1706092,1706092-02,M,351
1706092,1706092-03,F,268
1706093,1706093-01,M,240
1706093,1706093-02,M,239
1706093,1706093-03,F,317
1706094,1706094-01,M,400
1706094,1706094-02,M,258
1706094,1706094-03,M,258
1706094,1706094-04,F,288
1706094,1706094-05,F,287
1706095,1706095-01,M,370
1706095,1706095-02,M,369
1706095,1706095-03,F,379
1706095,1706095-04,F,379
1706096,1706096-01,M,239
1706096,1706096-02,M,238
1706096,1706096-03,F,255
1706096,1706096-04,F,255
1706097,1706097-01,M,400
1706097,1706097-02,M,265
1706097,1706097-03,M,265
1706097,1706097-04,F,356
1706097,1706097-05,F,356
1706098,1706098-01,M,208
1706098,1706098-02,M,207
1706098,1706098-03,F,172
1706099,1706099-01,M,283
1706099,1706099-02,M,283
1706099,1706099-03,F,281
1706100,1706100-01,M,245
1706100,1706100-02,M,244
1706100,1706100-03,F,280
1707101,1707101-01,M,400
1707101,1707101-02,M,208
1707101,1707101-03,M,208
1707101,1707101-04,F,352
1707101,1707101-05,F,351
1707102,1707102-01,M,400
1707102,1707102-02,M,214
1707102,1707102-03,M,214
1707102,1707102-04,F,381
1707102,1707102-05,F,380
1707104,1707104-01,M,400
1707104,1707104-02,M,400
1707104,1707104-03,M,213
1707104,1707104-04,M,213
1707104,1707104-05,F,400
1707104,1707104-06,F,400
1707104,1707104-07,F,273
1707104,1707104-08,F,272
1707105,1707105-01,M,376
1707105,1707105-02,F,298
1707106,1707106-01,M,329
1707106,1707106-02,M,328
1707106,1707106-03,F,328
1707106,1707106-04,F,327
1707107,1707107-01,M,400
1707107,1707107-02,M,211
1707107,1707107-03,M,211
1707107,1707107-04,F,322
1707108,1707108-01,M,400
1707108,1707108-02,M,386
1707108,1707108-03,M,385
1707108,1707108-04,F,281
1707108,1707108-05,F,280
1707109,1707109-01,M,400
1707109,1707109-02,M,277
1707109,1707109-03,M,276
1707109,1707109-04,F,357
1707109,1707109-05,F,356
1707110,1707110-01,M,400
1707110,1707110-02,M,400
1707110,1707110-03,F,400
1707110,1707110-04,F,250
1707110,1707110-05,F,250
1707111,1707111-01,M,391
1707111,1707111-02,M,391
1707111,1707111-03,F,400
1707111,1707111-04,F,301
1707111,1707111-05,F,301
1707112,1707112-01,M,400
1707112,1707112-02,M,310
1707112,1707112-03,M,309
1707112,1707112-04,F,400
1707112,1707112-05,F,400
1707112,1707112-06,F,234
1707112,1707112-07,F,233
1708117,1708117-01,M,314
1708117,1708117-02,M,314
1708117,1708117-03,F,44
1708118,1708118-01,M,297
1708118,1708118-02,F,6
1708119,1708119-01,M,261
1708119,1708119-02,F,63
1708120,1708120-01,M,400
1708120,1708120-02,M,400
1708120,1708120-03,M,236
1708120,1708120-04,M,235
1708120,1708120-05,F,325
1708120,1708120-06,F,325
1709121,1709121-01,M,361
1709121,1709121-02,M,360
1709121,1709121-03,F,239
1709122,1709122-01,M,400
1709122,1709122-02,M,396
1709122,1709122-03,M,395
1709122,1709122-04,F,387
1709123,1709123-01,M,289
1709123,1709123-02,M,288
1709123,1709123-03,F,318
1709124,1709124-01,M,296
1709124,1709124-02,M,295
1709124,1709124-03,F,382
1709125,1709125-01,M,400
1709125,1709125-02,M,288
1709125,1709125-03,M,288
1709125,1709125-04,F,322
1709125,1709125-05,F,321
1709126,1709126-01,M,351
1709126,1709126-02,M,351
1709126,1709126-03,F,260
1709126,1709126-04,F,260
1709127,1709127-01,M,354
1709127,1709127-02,M,353
1709127,1709127-03,F,297
1709128,1709128-01,M,374
1709128,1709128-02,M,374
1709128,1709128-03,F,239
1709129,1709129-01,M,257
1709129,1709129-02,M,257
1709129,1709129-03,F,212
1709129,1709129-04,F,211
1709130,1709130-01,M,300
1709130,1709130-02,F,253
1709131,1709131-01,M,400
1709131,1709131-02,M,297
1709131,1709131-03,M,297
1709131,1709131-04,F,293
1709131,1709131-05,F,292
1709132,1709132-01,M,245
1709132,1709132-02,M,244
1709132,1709132-03,F,307
1709133,1709133-01,M,291
1709133,1709133-02,M,290
1709133,1709133-03,F,375
1709134,1709134-01,M,361
1709134,1709134-02,F,109
1710135,1710135-01,M,400
1710135,1710135-02,M,400
1710135,1710135-03,M,400
1710135,1710135-04,M,400
1710135,1710135-05,M,349
1710135,1710135-06,M,348
1710135,1710135-07,F,400
1710135,1710135-08,F,400
1710135,1710135-09,F,313
1710135,1710135-10,F,312
1710136,1710136-01,M,400
1710136,1710136-02,M,400
1710136,1710136-03,M,400
1710136,1710136-04,M,207
1710136,1710136-05,M,206
1710136,1710136-06,F,360
1710136,1710136-07,F,360
1710137,1710137-01,M,400
1710137,1710137-02,M,298
1710137,1710137-03,M,297
1710137,1710137-04,F,258
1710137,1710137-05,F,257
1710138,1710138-01,M,209
1710138,1710138-02,M,208
1710138,1710138-03,F,172
1710139,1710139-01,M,400
1710139,1710139-02,M,400
1710139,1710139-03,M,313
1710139,1710139-04,M,313
1710139,1710139-05,F,400
1710139,1710139-06,F,339
1710139,1710139-07,F,339
1710146,1710146-01,M,400
1710146,1710146-02,M,400
1710146,1710146-03,M,215
1710146,1710146-04,M,215
1710146,1710146-05,F,334
1710146,1710146-06,F,334
1710149,1710149-01,M,400
1710149,1710149-02,M,400
1710149,1710149-03,M,255
1710149,1710149-04,M,255
1710149,1710149-05,F,400
1710149,1710149-06,F,313
1710149,1710149-07,F,312
1711151,1711151-01,M,333
1711151,1711151-02,F,84
1711153,1711153-01,M,400
1711153,1711153-02,M,400
1711153,1711153-03,M,228
1711153,1711153-04,M,228
1711153,1711153-05,F,400
1711153,1711153-06,F,369
1711153,1711153-07,F,369
1711154,1711154-01,M,256
1711154,1711154-02,M,255
1711154,1711154-03,F,203
1711154,1711154-04,F,203
1711155,1711155-01,M,400
1711155,1711155-02,M,292
1711155,1711155-03,M,292
1711155,1711155-04,F,292
1711155,1711155-05,F,292
1711156,1711156-01,M,254
1711156,1711156-02,M,254
1711156,1711156-03,F,234
1711156,1711156-04,F,233
1711157,1711157-01,M,400
1711157,1711157-02,M,400
1711157,1711157-03,M,217
1711157,1711157-04,M,217
1711157,1711157-05,F,363
1711157,1711157-06,F,363
1711158,1711158-01,M,245
1711158,1711158-02,M,245
1711158,1711158-03,F,337
1711159,1711159-01,M,400
1711159,1711159-02,M,228
1711159,1711159-03,M,228
1711159,1711159-04,F,280
1711160,1711160-01,M,400
1711160,1711160-02,M,343
1711160,1711160-03,M,342
1711160,1711160-04,F,400
1711160,1711160-05,F,255
1711160,1711160-06,F,254
1711161,1711161-01,M,233
1711161,1711161-02,M,232
1711161,1711161-03,F,276
1711161,1711161-04,F,276
1712162,1712162-01,M,400
1712162,1712162-02,M,238
1712162,1712162-03,M,237
1712162,1712162-04,F,375
1712162,1712162-05,F,374
1712163,1712163-01,M,400
1712163,1712163-02,M,248
1712163,1712163-03,M,247
1712163,1712163-04,F,390
1712163,1712163-05,F,389
1712164,1712164-01,M,330
1712164,1712164-02,M,330
1712164,1712164-03,F,308
1712164,1712164-04,F,308
1712165,1712165-01,M,341
1712165,1712165-02,M,340
1712165,1712165-03,F,271
1712165,1712165-04,F,270
1712166,1712166-01,M,234
1712166,1712166-02,M,234
1712166,1712166-03,F,230
1712166,1712166-04,F,229
1712167,1712167-01,M,254
1712167,1712167-02,M,253
1712167,1712167-03,F,214
1712167,1712167-04,F,214
1712168,1712168-01,M,278
1712168,1712168-02,M,278
1712168,1712168-03,F,207
1712168,1712168-04,F,206
1712169,1712169-01,M,338
1712169,1712169-02,M,337
1712169,1712169-03,F,206
1712169,1712169-04,F,206
1713170,1713170-01,M,234
1713170,1713170-02,F,220
1713171,1713171-01,M,400
1713171,1713171-02,M,400
1713171,1713171-03,F,400
1713171,1713171-04,F,271
1713171,1713171-05,F,271
1713172,1713172-01,M,290
1713172,1713172-02,M,290
1713172,1713172-03,F,253
1713172,1713172-04,F,253
1713173,1713173-01,M,317
1713173,1713173-02,M,316
1713173,1713173-03,F,227
1713173,1713173-04,F,226
1713174,1713174-01,M,384
1713174,1713174-02,F,241
1713174,1713174-03,F,240
1713175,1713175-01,M,400
1713175,1713175-02,M,400
1713175,1713175-03,M,222
1713175,1713175-04,M,221
1713175,1713175-05,F,400
1713175,1713175-06,F,400
1713175,1713175-07,F,258
1713175,1713175-08,F,257
1713176,1713176-01,M,189
1713176,1713176-02,F,14
1713177,1713177-01,M,247
1713177,1713177-02,M,247
1713177,1713177-03,F,326
1713177,1713177-04,F,326
1713178,1713178-01,M,207
1713178,1713178-02,M,206
1713178,1713178-03,F,326
1713179,1713179-01,M,400
1713179,1713179-02,M,287
1713179,1713179-03,M,286
1713179,1713179-04,F,247
1713180,1713180-01,M,262
1713180,1713180-02,F,69
1713181,1713181-01,M,400
1713181,1713181-02,M,278
1713181,1713181-03,M,277
1713181,1713181-04,F,244
1713181,1713181-05,F,243
1713182,1713182-01,M,400
1713182,1713182-02,M,336
1713182,1713182-03,M,335
1713182,1713182-04,F,44
1713183,1713183-01,M,198
1713183,1713183-02,F,81
1713184,1713184-01,M,243
1713184,1713184-02,F,21
1713185,1713185-01,M,234
1713185,1713185-02,F,339
1714186,1714186-01,M,400
1714186,1714186-02,M,400
1714186,1714186-03,M,400
1714186,1714186-04,M,239
1714186,1714186-05,M,238
1714186,1714186-06,F,236
1714187,1714187-01,M,400
1714187,1714187-02,M,400
1714187,1714187-03,M,400
1714187,1714187-04,M,400
1714187,1714187-05,M,400
1714187,1714187-06,M,368
1714187,1714187-07,M,368
1714187,1714187-08,F,260
1714192,1714192-01,M,400
1714192,1714192-02,M,400
1714192,1714192-03,M,295
1714192,1714192-04,M,294
1714192,1714192-05,F,337
1714193,1714193-01,M,400
1714193,1714193-02,M,351
1714193,1714193-03,M,351
1714193,1714193-04,F,130
1715195,1715195-01,M,400
1715195,1715195-02,M,400
1715195,1715195-03,M,400
1715195,1715195-04,M,400
1715195,1715195-05,M,400
1715195,1715195-06,M,400
1715195,1715195-07,M,210
1715195,1715195-08,M,209
1715195,1715195-09,F,400
1715195,1715195-10,F,400
1715195,1715195-11,F,400
1715195,1715195-12,F,353
1715195,1715195-13,F,353
1715196,1715196-01,M,400
1715196,1715196-02,M,400
1715196,1715196-03,M,361
1715196,1715196-04,M,361
1715196,1715196-05,F,400
1715196,1715196-06,F,339
1715196,1715196-07,F,338
1715197,1715197-01,M,319
1715197,1715197-02,M,319
1715197,1715197-03,F,334
1715198,1715198-01,M,394
1715198,1715198-02,F,256
1715199,1715199-01,M,400
1715199,1715199-02,M,349
1715199,1715199-03,M,349
1715199,1715199-04,F,380
1715199,1715199-05,F,379
1715200,1715200-01,M,400
1715200,1715200-02,M,400
1715200,1715200-03,M,400
1715200,1715200-04,M,348
1715200,1715200-05,M,347
1715200,1715200-06,F,400
1715200,1715200-07,F,400
1715200,1715200-08,F,400
1715200,1715200-09,F,307
1715200,1715200-10,F,306
1715201,1715201-01,M,400
1715201,1715201-02,M,400
1715201,1715201-03,M,248
1715201,1715201-04,M,248
1715201,1715201-05,F,400
1715201,1715201-06,F,270
1715201,1715201-07,F,269
1715202,1715202-01,M,400
1715202,1715202-02,M,400
1715202,1715202-03,M,400
1715202,1715202-04,M,394
1715202,1715202-05,M,394
1715202,1715202-06,F,400
1715202,1715202-07,F,400
1715202,1715202-08,F,400
1715202,1715202-09,F,377
1715202,1715202-10,F,376
1715203,1715203-01,M,352
1715203,1715203-02,M,352
1715203,1715203-03,F,327
1715203,1715203-04,F,327
1715204,1715204-01,M,339
1715204,1715204-02,M,339
1715204,1715204-03,F,302
1715205,1715205-01,M,371
1715205,1715205-02,M,371
1715205,1715205-03,F,299
1715205,1715205-04,F,299
1715206,1715206-01,M,331
1715206,1715206-02,F,222
