pc_code,ps_code,ps_type,vr_final_total_19
616370,0616370-11,F,210
617371,0617371-01,M,400
617371,0617371-02,M,396
617371,0617371-03,M,395
617371,0617371-04,F,266
617371,0617371-05,F,266
617372,0617372-01,M,226
617372,0617372-02,F,188
617373,0617373-01,M,400
617373,0617373-02,M,400
617373,0617373-03,M,400
617373,0617373-04,M,322
617373,0617373-05,M,322
617373,0617373-06,F,400
617373,0617373-07,F,400
617373,0617373-08,F,331
617373,0617373-09,F,331
617374,0617374-01,M,400
617374,0617374-02,M,400
617374,0617374-03,M,400
617374,0617374-04,M,245
617374,0617374-05,M,245
617374,0617374-06,F,398
617374,0617374-07,F,398
617375,0617375-01,M,400
617375,0617375-02,M,396
617375,0617375-03,M,396
617375,0617375-04,F,400
617375,0617375-05,F,385
617375,0617375-06,F,385
617376,0617376-01,M,400
617376,0617376-02,M,400
617376,0617376-03,M,400
617376,0617376-04,M,400
617376,0617376-05,M,400
617376,0617376-06,M,400
617376,0617376-07,M,400
617376,0617376-08,M,328
617376,0617376-09,M,328
617376,0617376-10,F,400
617376,0617376-11,F,400
617376,0617376-12,F,252
617376,0617376-13,F,252
617377,0617377-01,M,400
617377,0617377-02,M,400
617377,0617377-03,M,400
617377,0617377-04,M,285
617377,0617377-05,M,285
617377,0617377-06,F,400
617377,0617377-07,F,387
617377,0617377-08,F,386
617378,0617378-01,M,400
617378,0617378-02,M,400
617378,0617378-03,M,314
617378,0617378-04,M,313
617378,0617378-05,F,302
617378,0617378-06,F,302
617379,0617379-01,M,215
617379,0617379-02,M,215
617379,0617379-03,F,157
617380,0617380-01,M,400
617380,0617380-02,M,400
617380,0617380-03,M,282
617380,0617380-04,M,282
617380,0617380-05,F,347
617381,0617381-01,M,400
617381,0617381-02,M,400
617381,0617381-03,M,220
617381,0617381-04,M,220
617381,0617381-05,F,265
617382,0617382-01,M,356
617382,0617382-02,M,355
617382,0617382-03,F,216
617383,0617383-01,M,400
617383,0617383-02,M,400
617383,0617383-03,M,400
617383,0617383-04,M,400
617383,0617383-05,M,400
617383,0617383-06,M,228
617383,0617383-07,M,227
617383,0617383-08,F,400
617383,0617383-09,F,300
617383,0617383-10,F,300
617387,0617387-01,M,400
617387,0617387-02,M,400
617387,0617387-03,M,299
617387,0617387-04,M,298
617387,0617387-05,F,217
617387,0617387-06,F,217
617388,0617388-01,M,400
617388,0617388-02,M,261
617388,0617388-03,M,261
617388,0617388-04,F,206
618390,0618390-01,M,400
618390,0618390-02,M,400
618390,0618390-03,M,400
618390,0618390-04,M,400
618390,0618390-05,M,400
618390,0618390-06,M,279
618390,0618390-07,M,279
618390,0618390-08,F,400
618390,0618390-09,F,400
618390,0618390-10,F,400
618391,0618391-01,M,400
618391,0618391-02,M,400
618391,0618391-03,M,400
618391,0618391-04,M,400
618391,0618391-05,M,400
618391,0618391-06,M,317
618391,0618391-07,M,316
618391,0618391-08,F,400
618391,0618391-09,F,310
618391,0618391-10,F,310
618392,0618392-01,M,400
618392,0618392-02,M,400
618392,0618392-03,M,400
618392,0618392-04,M,400
618392,0618392-05,M,391
618392,0618392-06,M,391
618392,0618392-07,F,400
618392,0618392-08,F,283
618392,0618392-09,F,283
618393,0618393-01,M,400
618393,0618393-02,M,400
618393,0618393-03,M,400
618393,0618393-04,M,274
618393,0618393-05,M,273
618393,0618393-06,F,400
618393,0618393-07,F,400
618393,0618393-08,F,329
618393,0618393-09,F,328
619399,0619399-01,M,400
619399,0619399-02,M,400
619399,0619399-03,M,204
619399,0619399-04,M,204
619399,0619399-05,F,283
619399,0619399-06,F,283
620413,0620413-01,M,179
620413,0620413-02,F,105
620414,0620414-01,M,264
620414,0620414-02,M,263
620414,0620414-03,F,251
620415,0620415-01,M,208
620415,0620415-02,M,208
620415,0620415-03,F,181
620416,0620416-01,M,400
620416,0620416-02,M,262
620416,0620416-03,M,262
620416,0620416-04,F,205
620416,0620416-05,F,204
620417,0620417-01,M,371
620417,0620417-02,M,371
620417,0620417-03,F,268
620417,0620417-04,F,267
620418,0620418-01,M,400
620418,0620418-02,M,400
620418,0620418-03,M,204
620418,0620418-04,M,203
620418,0620418-05,F,252
620418,0620418-06,F,251
620419,0620419-01,M,400
620419,0620419-02,M,400
620419,0620419-03,M,243
620419,0620419-04,M,242
620419,0620419-05,F,350
620420,0620420-01,M,400
620420,0620420-02,M,400
620420,0620420-03,M,400
620420,0620420-04,M,400
620420,0620420-05,M,400
620420,0620420-06,M,400
620420,0620420-07,M,400
620420,0620420-08,M,400
620420,0620420-09,M,400
620420,0620420-10,M,400
620420,0620420-11,M,218
620420,0620420-12,M,217
620420,0620420-13,F,400
620420,0620420-14,F,400
620420,0620420-15,F,400
620420,0620420-16,F,400
620420,0620420-17,F,400
620420,0620420-18,F,400
620420,0620420-19,F,400
620420,0620420-20,F,400
620420,0620420-21,F,400
620420,0620420-22,F,400
620420,0620420-23,F,393
620420,0620420-24,F,392
621426,0621426-01,M,284
621426,0621426-02,M,284
621426,0621426-03,F,269
621426,0621426-04,F,269
621427,0621427-01,M,284
621427,0621427-02,M,283
621427,0621427-03,F,288
621427,0621427-04,F,288
621428,0621428-01,M,277
621428,0621428-02,M,277
621428,0621428-03,F,78
621430,0621430-01,M,289
621430,0621430-02,M,288
621430,0621430-03,F,6
621431,0621431-01,M,400
621431,0621431-02,M,400
621431,0621431-03,M,339
621431,0621431-04,M,338
621431,0621431-05,F,400
621431,0621431-06,F,210
621431,0621431-07,F,209
622446,0622446-01,M,400
622446,0622446-02,M,395
622446,0622446-03,M,395
622446,0622446-04,F,274
622446,0622446-05,F,274
622447,0622447-01,M,400
622447,0622447-02,M,400
622447,0622447-03,M,400
622447,0622447-04,M,297
622447,0622447-05,M,296
622447,0622447-06,F,300
622447,0622447-07,F,299
622448,0622448-01,M,400
622448,0622448-02,M,400
622448,0622448-03,M,209
622448,0622448-04,M,209
622448,0622448-05,F,400
622448,0622448-06,F,388
622448,0622448-07,F,387
622449,0622449-01,M,400
622449,0622449-02,M,385
622449,0622449-03,M,384
622449,0622449-04,F,292
622449,0622449-05,F,292
622450,0622450-01,M,400
622450,0622450-02,M,396
622450,0622450-03,M,396
622450,0622450-04,F,285
622450,0622450-05,F,284
622451,0622451-01,M,400
622451,0622451-02,M,400
622451,0622451-03,M,400
622451,0622451-04,M,295
622451,0622451-05,M,294
622451,0622451-06,F,400
622451,0622451-07,F,367
622451,0622451-08,F,367
622452,0622452-01,M,400
622452,0622452-02,M,315
622452,0622452-03,M,315
622452,0622452-04,F,234
622453,0622453-01,M,400
622453,0622453-02,M,306
622453,0622453-03,M,306
622453,0622453-04,F,315
622454,0622454-01,M,400
622454,0622454-02,M,327
622454,0622454-03,M,327
622454,0622454-04,F,234
622455,0622455-01,M,400
622455,0622455-02,M,356
622455,0622455-03,M,355
622455,0622455-04,F,253
622455,0622455-05,F,252
622456,0622456-01,M,400
622456,0622456-02,M,344
622456,0622456-03,M,343
622456,0622456-04,F,267
622456,0622456-05,F,267
622457,0622457-01,M,400
622457,0622457-02,M,282
622457,0622457-03,M,281
622457,0622457-04,F,368
623334,0623334-01,M,400
623334,0623334-02,M,400
623334,0623334-03,M,400
623334,0623334-04,M,400
623334,0623334-05,M,316
623334,0623334-06,M,315
623334,0623334-07,F,400
623334,0623334-08,F,400
623334,0623334-09,F,217
623334,0623334-10,F,216
623337,0623337-01,M,341
623337,0623337-02,M,340
623337,0623337-03,F,155
623338,0623338-01,M,400
623338,0623338-02,M,400
623338,0623338-03,M,316
623338,0623338-04,M,315
623338,0623338-05,F,256
623338,0623338-06,F,255
623341,0623341-01,M,288
623341,0623341-02,M,287
623341,0623341-03,F,171
623342,0623342-01,M,273
623342,0623342-02,M,272
623342,0623342-03,F,175
623343,0623343-01,M,336
623343,0623343-02,M,335
623343,0623343-03,F,71
623344,0623344-01,M,400
623344,0623344-02,M,248
623344,0623344-03,M,248
623344,0623344-04,F,157
623345,0623345-01,M,259
623345,0623345-02,M,259
623345,0623345-03,F,99
623350,0623350-01,M,369
623350,0623350-02,F,57
623351,0623351-01,M,214
623351,0623351-02,F,32
623352,0623352-01,M,400
623352,0623352-02,M,400
623352,0623352-03,M,212
623352,0623352-04,M,211
623352,0623352-05,F,400
623352,0623352-06,F,212
623352,0623352-07,F,212
623353,0623353-01,M,400
623353,0623353-02,M,400
623353,0623353-03,M,400
623353,0623353-04,F,395
623353,0623353-05,F,394
623355,0623355-01,M,400
623355,0623355-02,M,400
623355,0623355-03,M,400
623355,0623355-04,M,293
623355,0623355-05,M,293
623355,0623355-06,F,400
623355,0623355-07,F,314
623355,0623355-08,F,314
701001,0701001-01,M,400
701001,0701001-02,M,400
701001,0701001-03,M,400
701001,0701001-04,M,400
701001,0701001-05,M,400
701001,0701001-06,M,400
701001,0701001-07,M,400
701001,0701001-08,M,400
701001,0701001-09,M,400
701001,0701001-10,M,400
701001,0701001-11,M,400
701001,0701001-12,M,400
701001,0701001-13,M,400
701001,0701001-14,M,400
701001,0701001-15,M,400
701001,0701001-16,M,400
701001,0701001-17,M,400
701001,0701001-18,M,400
701001,0701001-19,M,400
701001,0701001-20,M,400
701001,0701001-21,M,400
701001,0701001-22,M,400
701001,0701001-23,M,215
701001,0701001-24,M,215
701001,0701001-25,F,400
701001,0701001-26,F,400
701001,0701001-27,F,400
701001,0701001-28,F,400
701001,0701001-29,F,400
701001,0701001-30,F,400
701001,0701001-31,F,400
701001,0701001-32,F,322
701001,0701001-33,F,322
701002,0701002-01,M,400
701002,0701002-02,M,400
701002,0701002-03,M,400
701002,0701002-04,M,400
701002,0701002-05,M,400
701002,0701002-06,M,400
701002,0701002-07,M,400
701002,0701002-08,M,400
701002,0701002-09,M,390
701002,0701002-10,M,389
701002,0701002-11,F,400
701002,0701002-12,F,400
701002,0701002-13,F,400
701002,0701002-14,F,205
701002,0701002-15,F,205
701003,0701003-01,M,400
701003,0701003-02,M,400
701003,0701003-03,M,400
701003,0701003-04,M,400
701003,0701003-05,M,400
701003,0701003-06,M,400
701003,0701003-07,M,400
701003,0701003-08,M,400
701003,0701003-09,M,354
701003,0701003-10,M,353
701003,0701003-11,F,400
701003,0701003-12,F,320
701003,0701003-13,F,319
701004,0701004-01,M,400
701004,0701004-02,M,400
701004,0701004-03,M,233
701004,0701004-04,M,233
701004,0701004-05,F,290
701004,0701004-06,F,289
701005,0701005-01,M,400
701005,0701005-02,M,400
701005,0701005-03,M,223
701005,0701005-04,M,223
701005,0701005-05,F,223
701005,0701005-06,F,222
701006,0701006-01,M,400
701006,0701006-02,M,400
701006,0701006-03,M,400
701006,0701006-04,M,400
701006,0701006-05,M,400
701006,0701006-06,M,392
701006,0701006-07,M,392
701006,0701006-08,F,400
701006,0701006-09,F,282
701006,0701006-10,F,281
701007,0701007-01,M,400
701007,0701007-02,M,400
701007,0701007-03,M,400
701007,0701007-04,M,400
701007,0701007-05,M,369
701007,0701007-06,M,368
701007,0701007-07,F,400
701007,0701007-08,F,388
701007,0701007-09,F,387
701008,0701008-01,M,400
701008,0701008-02,M,400
701008,0701008-03,M,400
701008,0701008-04,M,400
701008,0701008-05,M,400
701008,0701008-06,M,335
701008,0701008-07,M,335
701008,0701008-08,F,221
701008,0701008-09,F,221
701009,0701009-01,M,400
701009,0701009-02,M,400
701009,0701009-03,M,352
701009,0701009-04,M,352
701009,0701009-05,F,392
701009,0701009-06,F,391
701010,0701010-01,M,400
701010,0701010-02,M,258
701010,0701010-03,M,257
701010,0701010-04,F,331
701011,0701011-01,M,400
701011,0701011-02,M,400
701011,0701011-03,M,400
701011,0701011-04,M,303
701011,0701011-05,M,303
701011,0701011-06,F,340
701011,0701011-07,F,340
701012,0701012-01,M,400
701012,0701012-02,M,400
701012,0701012-03,M,400
701012,0701012-04,M,392
701012,0701012-05,M,391
701012,0701012-06,F,400
701012,0701012-07,F,400
701012,0701012-08,F,400
701012,0701012-09,F,218
701012,0701012-10,F,217
701013,0701013-01,M,400
701013,0701013-02,M,400
701013,0701013-03,M,374
701013,0701013-04,M,373
701013,0701013-05,F,360
701014,0701014-01,M,400
701014,0701014-02,M,400
701014,0701014-03,M,400
701014,0701014-04,M,400
701014,0701014-05,M,400
701014,0701014-06,M,400
701014,0701014-07,M,218
701014,0701014-08,M,217
701014,0701014-09,F,400
701014,0701014-10,F,380
701014,0701014-11,F,380
701015,0701015-01,M,400
701015,0701015-02,M,400
701015,0701015-03,M,373
701015,0701015-04,M,372
701015,0701015-05,F,215
701015,0701015-06,F,215
701016,0701016-01,M,326
701016,0701016-02,M,325
701016,0701016-03,F,297
701016,0701016-04,F,297
701017,0701017-01,M,400
701017,0701017-02,M,288
701017,0701017-03,M,288
701017,0701017-04,F,325
701018,0701018-01,M,300
701018,0701018-02,F,1
701019,0701019-01,M,400
701019,0701019-02,M,400
701019,0701019-03,M,400
701019,0701019-04,M,242
701019,0701019-05,M,242
701019,0701019-06,F,397
701019,0701019-07,F,397
701020,0701020-01,M,400
701020,0701020-02,M,400
701020,0701020-03,M,319
701020,0701020-04,M,318
701020,0701020-05,F,291
701021,0701021-01,M,400
701021,0701021-02,M,400
701021,0701021-03,M,400
701021,0701021-04,M,212
701021,0701021-05,M,211
701021,0701021-06,F,217
701021,0701021-07,F,216
701022,0701022-01,M,79
701022,0701022-02,F,5
701023,0701023-01,M,72
701024,0701024-01,M,400
701024,0701024-02,M,266
701024,0701024-03,M,266
701024,0701024-04,F,363
701025,0701025-01,M,343
701025,0701025-02,M,342
701025,0701025-03,F,156
701124,0701124-01,M,400
701124,0701124-02,M,400
701124,0701124-03,M,400
701124,0701124-04,M,400
701124,0701124-05,M,400
701124,0701124-06,M,400
701124,0701124-07,M,361
701124,0701124-08,M,360
701124,0701124-09,F,400
701124,0701124-10,F,400
701124,0701124-11,F,264
701124,0701124-12,F,263
702026,0702026-01,M,258
702026,0702026-02,M,258
702026,0702026-03,F,301
702026,0702026-04,F,301
702027,0702027-01,M,400
702027,0702027-02,M,400
702027,0702027-03,M,400
702027,0702027-04,M,400
702027,0702027-05,M,400
702027,0702027-06,M,400
702027,0702027-07,M,400
702027,0702027-08,M,349
702027,0702027-09,M,349
702027,0702027-10,F,400
702027,0702027-11,F,400
702027,0702027-12,F,400
702027,0702027-13,F,400
702027,0702027-14,F,227
702027,0702027-15,F,226
702028,0702028-01,M,400
702028,0702028-02,M,400
702028,0702028-03,M,262
702028,0702028-04,M,262
702028,0702028-05,F,400
702028,0702028-06,F,400
702028,0702028-07,F,210
702028,0702028-08,F,209
702029,0702029-01,M,400
702029,0702029-02,M,400
702029,0702029-03,M,374
702029,0702029-04,M,373
702029,0702029-05,F,400
702029,0702029-06,F,400
702029,0702029-07,F,282
702029,0702029-08,F,282
702030,0702030-01,M,400
702030,0702030-02,M,400
702030,0702030-03,M,400
702030,0702030-04,M,400
702030,0702030-05,M,400
702030,0702030-06,M,360
702030,0702030-07,M,360
702030,0702030-08,F,400
702030,0702030-09,F,400
702030,0702030-10,F,400
702030,0702030-11,F,400
702030,0702030-12,F,263
702030,0702030-13,F,263
702031,0702031-01,M,400
702031,0702031-02,M,400
702031,0702031-03,M,400
702031,0702031-04,M,400
702031,0702031-05,M,400
702031,0702031-06,M,400
702031,0702031-07,M,329
702031,0702031-08,M,329
702031,0702031-09,F,400
702031,0702031-10,F,400
702031,0702031-11,F,400
702031,0702031-12,F,400
702031,0702031-13,F,319
702031,0702031-14,F,318
702032,0702032-01,M,400
702032,0702032-02,M,400
702032,0702032-03,M,342
702032,0702032-04,M,341
702032,0702032-05,F,400
702032,0702032-06,F,209
702032,0702032-07,F,208
702033,0702033-01,M,400
702033,0702033-02,M,400
702033,0702033-03,M,400
702033,0702033-04,M,400
702033,0702033-05,M,320
702033,0702033-06,M,319
702033,0702033-07,F,332
702033,0702033-08,F,332
702034,0702034-01,M,400
702034,0702034-02,M,400
702034,0702034-03,M,400
702034,0702034-04,M,297
702034,0702034-05,M,296
702034,0702034-06,F,310
702034,0702034-07,F,310
702035,0702035-01,M,394
702035,0702035-02,M,393
702035,0702035-03,F,320
702036,0702036-01,M,400
702036,0702036-02,M,400
702036,0702036-03,M,226
702036,0702036-04,M,226
702036,0702036-05,F,220
702036,0702036-06,F,219
702037,0702037-01,M,400
702037,0702037-02,M,400
702037,0702037-03,M,400
702037,0702037-04,M,400
702037,0702037-05,M,282
702037,0702037-06,M,282
702037,0702037-07,F,400
702037,0702037-08,F,400
702037,0702037-09,F,337
702037,0702037-10,F,337
702038,0702038-01,M,400
702038,0702038-02,M,400
702038,0702038-03,M,278
702038,0702038-04,M,278
702038,0702038-05,F,302
702038,0702038-06,F,302
702039,0702039-01,M,400
702039,0702039-02,M,400
702039,0702039-03,M,400
702039,0702039-04,M,400
702039,0702039-05,M,400
702039,0702039-06,M,400
702039,0702039-07,M,400
702039,0702039-08,M,319
702039,0702039-09,M,318
702039,0702039-10,F,400
702039,0702039-11,F,400
702039,0702039-12,F,400
702039,0702039-13,F,400
702039,0702039-14,F,205
702039,0702039-15,F,204
702040,0702040-01,M,400
702040,0702040-02,M,400
702040,0702040-03,M,394
702040,0702040-04,M,393
702040,0702040-05,F,289
702041,0702041-01,M,400
702041,0702041-02,M,400
702041,0702041-03,M,400
702041,0702041-04,M,400
702041,0702041-05,M,400
702041,0702041-06,M,204
702041,0702041-07,M,203
702041,0702041-08,F,400
702041,0702041-09,F,348
702041,0702041-10,F,348
702042,0702042-01,M,400
702042,0702042-02,M,323
702042,0702042-03,M,323
702042,0702042-04,F,293
702042,0702042-05,F,292
702043,0702043-01,M,400
702043,0702043-02,M,400
702043,0702043-03,M,400
702043,0702043-04,M,400
702043,0702043-05,M,351
702043,0702043-06,M,350
702043,0702043-07,F,400
702043,0702043-08,F,400
702043,0702043-09,F,290
702043,0702043-10,F,290
702044,0702044-01,M,400
702044,0702044-02,M,312
702044,0702044-03,M,311
702044,0702044-04,F,35
702045,0702045-01,M,400
702045,0702045-02,M,400
702045,0702045-03,M,400
702045,0702045-04,M,290
702045,0702045-05,M,289
702045,0702045-06,F,400
702045,0702045-07,F,400
702045,0702045-08,F,400
702045,0702045-09,F,243
702045,0702045-10,F,243
702046,0702046-01,M,400
702046,0702046-02,M,400
702046,0702046-03,M,400
702046,0702046-04,M,400
702046,0702046-05,M,400
702046,0702046-06,M,400
702046,0702046-07,M,313
702046,0702046-08,M,313
702046,0702046-09,F,400
702046,0702046-10,F,400
702046,0702046-11,F,400
702046,0702046-12,F,400
702046,0702046-13,F,238
702046,0702046-14,F,238
703051,0703051-01,M,400
703051,0703051-02,M,400
703051,0703051-03,M,203
703051,0703051-04,M,202
703051,0703051-05,F,257
703051,0703051-06,F,257
703052,0703052-01,M,400
703052,0703052-02,M,400
703052,0703052-03,M,293
703052,0703052-04,M,293
703052,0703052-05,F,327
703054,0703054-01,M,338
