"ps_code","post_audit_status","candidate_code","votes"
"2406135-03","Validated","100_1_1",221
"2406135-03","Validated","101_1_13",90
"2406136-01","Recounted","100_1_1",371
"2406136-01","Recounted","101_1_13",23
"2406136-02","Recounted","100_1_1",251
"2406136-02","Recounted","101_1_13",11
"2406136-03","Recounted","100_1_1",451
"2406136-03","Recounted","101_1_13",26
"2406137-01","Validated","100_1_1",223
"2406137-01","Validated","101_1_13",41
"2406137-02","Recounted","100_1_1",221
"2406137-02","Recounted","101_1_13",33
"2406137-03","Recounted","100_1_1",333
"2406137-03","Recounted","101_1_13",46
"2406138-01","Validated","100_1_1",358
"2406138-01","Validated","101_1_13",111
"2406138-02","Validated","100_1_1",230
"2406138-02","Validated","101_1_13",127
"2406138-03","Validated","100_1_1",358
"2406138-03","Validated","101_1_13",102
"2406139-01","Validated","100_1_1",78
"2406139-01","Validated","101_1_13",30
"2406139-02","Validated","100_1_1",107
"2406139-02","Validated","101_1_13",30
"2406139-03","Validated","100_1_1",227
"2406139-03","Validated","101_1_13",48
"2406140-01","Validated","100_1_1",70
"2406140-01","Validated","101_1_13",99
"2406140-02","Validated","100_1_1",80
"2406140-02","Validated","101_1_13",85
"2406140-03","Validated","100_1_1",264
"2406140-03","Validated","101_1_13",207
"2406141-01","Validated","100_1_1",108
"2406141-01","Validated","101_1_13",41
"2406141-02","Validated","100_1_1",142
"2406141-02","Validated","101_1_13",45
"2406141-03","Recounted","100_1_1",248
"2406141-03","Recounted","101_1_13",151
"2406142-01","Validated","100_1_1",106
"2406142-01","Validated","101_1_13",53
"2406142-02","Validated","100_1_1",119
"2406142-02","Validated","101_1_13",61
"2406142-03","Validated","100_1_1",133
"2406142-03","Validated","101_1_13",83
"2406143-01","Validated","100_1_1",124
"2406143-01","Validated","101_1_13",197
"2406143-02","Validated","100_1_1",136
"2406143-02","Validated","101_1_13",293
"2406143-03","Validated","100_1_1",147
"2406143-03","Validated","101_1_13",398
"2406184-01","Validated","100_1_1",96
"2406184-01","Validated","101_1_13",29
"2406184-02","Validated","100_1_1",234
"2406184-02","Validated","101_1_13",25
"2406184-03","Recounted","100_1_1",244
"2406184-03","Recounted","101_1_13",37
"2406185-01","Recounted","100_1_1",114
"2406185-01","Recounted","101_1_13",20
"2406185-02","Recounted","100_1_1",113
"2406185-02","Recounted","101_1_13",13
"2406185-03","Validated","100_1_1",178
"2406185-03","Validated","101_1_13",45
"2406186-01","Validated","100_1_1",225
"2406186-01","Validated","101_1_13",30
"2406186-02","Validated","100_1_1",335
"2406186-02","Validated","101_1_13",18
"2406186-03","Recounted","100_1_1",241
"2406186-03","Recounted","101_1_13",11
"2406187-01","Recounted","100_1_1",68
"2406187-01","Recounted","101_1_13",495
"2406187-02","Recounted","100_1_1",245
"2406187-02","Recounted","101_1_13",23
"2406187-03","Validated","100_1_1",259
"2406187-03","Validated","101_1_13",159
"2407144-01","Recounted","100_1_1",130
"2407144-01","Recounted","101_1_13",22
"2407144-02","Validated","100_1_1",144
"2407144-02","Validated","101_1_13",20
"2407144-03","Validated","100_1_1",138
"2407144-03","Validated","101_1_13",32
"2407144-04","Validated","100_1_1",289
"2407144-04","Validated","101_1_13",18
"2407145-01","Validated","100_1_1",340
"2407145-01","Validated","101_1_13",88
"2407145-02","Validated","100_1_1",353
"2407145-02","Validated","101_1_13",66
"2407145-03","Validated","100_1_1",383
"2407145-03","Validated","101_1_13",72
"2407145-04","Recounted","100_1_1",513
"2407145-04","Recounted","101_1_13",67
"2407146-01","Recounted","100_1_1",127
"2407146-01","Recounted","101_1_13",9
"2407146-02","Recounted","100_1_1",348
"2407146-02","Recounted","101_1_13",45
"2407146-03","Recounted","100_1_1",239
"2407146-03","Recounted","101_1_13",27
"2407146-04","Recounted","100_1_1",460
"2407146-04","Recounted","101_1_13",43
"2407147-01","Recounted","100_1_1",230
"2407147-01","Recounted","101_1_13",41
"2407147-02","Recounted","100_1_1",188
"2407147-02","Recounted","101_1_13",32
"2407147-03","Recounted","100_1_1",273
"2407147-03","Recounted","101_1_13",28
"2407147-04","Recounted","100_1_1",245
"2407147-04","Recounted","101_1_13",26
"2407148-01","Recounted","100_1_1",328
"2407148-01","Recounted","101_1_13",44
"2407148-02","Recounted","100_1_1",472
"2407148-02","Recounted","101_1_13",55
"2407149-01","Recounted","100_1_1",513
"2407149-01","Recounted","101_1_13",72
"2407149-02","Recounted","100_1_1",516
"2407149-02","Recounted","101_1_13",69
"2407149-03","Recounted","100_1_1",524
"2407149-03","Recounted","101_1_13",55
"2407149-04","Recounted","100_1_1",109
"2407149-04","Recounted","101_1_13",11
"2407150-01","Recounted","100_1_1",197
"2407150-01","Recounted","101_1_13",32
"2407150-02","Validated","100_1_1",203
"2407150-02","Validated","101_1_13",19
"2407150-03","Recounted","100_1_1",522
"2407150-03","Recounted","101_1_13",46
"2407151-01","Validated","100_1_1",250
"2407151-01","Validated","101_1_13",87
"2407151-02","Recounted","100_1_1",346
"2407151-02","Recounted","101_1_13",74
"2407152-01","Recounted","100_1_1",519
"2407152-01","Recounted","101_1_13",66
"2407152-02","Validated","100_1_1",408
"2407152-02","Validated","101_1_13",158
"2407152-03","Validated","100_1_1",463
"2407152-03","Validated","101_1_13",123
"2407153-01","Validated","100_1_1",419
"2407153-01","Validated","101_1_13",172
"2407153-02","Validated","100_1_1",407
"2407153-02","Validated","101_1_13",182
"2407153-03","Recounted","100_1_1",462
"2407153-03","Recounted","101_1_13",117
"2407154-01","Validated","100_1_1",281
"2407154-01","Validated","101_1_13",62
"2407154-02","Validated","100_1_1",252
"2407154-02","Validated","101_1_13",66
"2407155-01","Validated","100_1_1",393
"2407155-01","Validated","101_1_13",194
"2407155-02","Recounted","100_1_1",462
"2407155-02","Recounted","101_1_13",130
"2407156-01","Validated","100_1_1",57
"2407156-01","Validated","101_1_13",14
"2407156-02","Validated","100_1_1",52
"2407156-02","Validated","101_1_13",21
"2407156-03","Validated","100_1_1",107
"2407156-03","Validated","101_1_13",27
"2407157-01","Validated","100_1_1",372
"2407157-01","Validated","101_1_13",209
"2407157-02","Validated","100_1_1",347
"2407157-02","Validated","101_1_13",70
"2407157-03","Recounted","100_1_1",458
"2407157-03","Recounted","101_1_13",80
"2407158-01","Validated","100_1_1",383
"2407158-01","Validated","101_1_13",164
"2407158-02","Recounted","100_1_1",369
"2407158-02","Recounted","101_1_13",214
"2407159-01","Validated","100_1_1",334
"2407159-01","Validated","101_1_13",97
"2407159-02","Validated","100_1_1",301
"2407159-02","Validated","101_1_13",123
"2407160-01","Validated","100_1_1",63
"2407160-01","Validated","101_1_13",33
"2407160-02","Validated","100_1_1",82
"2407160-02","Validated","101_1_13",16
"2407161-01","Validated","100_1_1",305
"2407161-01","Validated","101_1_13",133
"2407161-02","Recounted","100_1_1",213
"2407161-02","Recounted","101_1_13",102
"2407162-01","Recounted","100_1_1",282
"2407162-01","Recounted","101_1_13",21
"2407162-02","Recounted","100_1_1",237
"2407162-02","Recounted","101_1_13",54
"2407163-01","Validated","100_1_1",128
"2407163-01","Validated","101_1_13",54
"2407163-02","Validated","100_1_1",233
"2407163-02","Validated","101_1_13",62
"2407164-01","Recounted","100_1_1",236
"2407164-01","Recounted","101_1_13",199
"2407164-02","Validated","100_1_1",450
"2407164-02","Validated","101_1_13",148
"2407165-01","Recounted","100_1_1",224
"2407165-01","Recounted","101_1_13",47
"2407165-02","Recounted","100_1_1",458
"2407165-02","Recounted","101_1_13",47
"2407165-03","Recounted","100_1_1",276
"2407165-03","Recounted","101_1_13",66
"2407166-01","Recounted","100_1_1",229
"2407166-01","Recounted","101_1_13",28
"2407166-02","Recounted","100_1_1",343
"2407166-02","Recounted","101_1_13",26
"2407167-01","Validated","100_1_1",208
"2407167-01","Validated","101_1_13",112
"2407167-02","Validated","100_1_1",238
"2407167-02","Validated","101_1_13",163
"2407188-01","Validated","100_1_1",184
"2407188-01","Validated","101_1_13",84
"2407188-02","Validated","100_1_1",112
"2407188-02","Validated","101_1_13",50
"2407188-03","Validated","100_1_1",254
"2407188-03","Validated","101_1_13",70
"2407189-01","Validated","100_1_1",319
"2407189-01","Validated","101_1_13",167
"2407189-02","Validated","100_1_1",297
"2407189-02","Validated","101_1_13",294
"2407189-03","Validated","100_1_1",361
"2407189-03","Validated","101_1_13",223
"2407190-01","Validated","100_1_1",232
"2407190-01","Validated","101_1_13",89
"2407190-02","Validated","100_1_1",137
"2407190-02","Validated","101_1_13",67
"2407190-03","Recounted","100_1_1",357
"2407190-03","Recounted","101_1_13",54
"2407191-01","Invalidated","100_1_1",202
"2407191-01","Invalidated","101_1_13",8
"2407191-02","Recounted","100_1_1",159
"2407191-02","Recounted","101_1_13",24
"2407191-03","Recounted","100_1_1",218
"2407191-03","Recounted","101_1_13",14
"2407192-01","Validated","100_1_1",404
"2407192-01","Validated","101_1_13",104
"2407192-02","Validated","100_1_1",326
"2407192-02","Validated","101_1_13",200
"2407192-03","Validated","100_1_1",156
"2407192-03","Validated","101_1_13",44
"2408071-01","Validated","100_1_1",246
"2408071-01","Validated","101_1_13",156
"2408071-02","Validated","100_1_1",353
"2408071-02","Validated","101_1_13",91
"2408071-03","Validated","100_1_1",301
"2408071-03","Validated","101_1_13",88
"2408071-04","Validated","100_1_1",326
"2408071-04","Validated","101_1_13",112
"2408071-05","Validated","100_1_1",364
"2408071-05","Validated","101_1_13",106
"2408072-01","Validated","100_1_1",406
"2408072-01","Validated","101_1_13",94
"2408072-02","Validated","100_1_1",400
"2408072-02","Validated","101_1_13",112
"2408072-03","Recounted","100_1_1",346
"2408072-03","Recounted","101_1_13",43
"2408072-04","Recounted","100_1_1",377
"2408072-04","Recounted","101_1_13",39
"2408073-01","Validated","100_1_1",380
"2408073-01","Validated","101_1_13",217
"2408073-02","Validated","100_1_1",418
"2408073-02","Validated","101_1_13",150
"2408074-01","Validated","100_1_1",200
"2408074-01","Validated","101_1_13",85
"2408074-02","Validated","100_1_1",338
"2408074-02","Validated","101_1_13",146
"2408074-03","Validated","100_1_1",321
"2408074-03","Validated","101_1_13",77
"2408075-01","Recounted","100_1_1",418
"2408075-01","Recounted","101_1_13",61
"2408075-02","Validated","100_1_1",523
"2408075-02","Validated","101_1_13",59
"2408075-03","Recounted","100_1_1",383
"2408075-03","Recounted","101_1_13",62
"2408076-01","Validated","100_1_1",308
"2408076-01","Validated","101_1_13",78
"2408076-02","Validated","100_1_1",247
"2408076-02","Validated","101_1_13",98
"2408076-03","Validated","100_1_1",472
"2408076-03","Validated","101_1_13",115
"2408077-01","Validated","100_1_1",473
"2408077-01","Validated","101_1_13",116
"2408077-02","Recounted","100_1_1",443
"2408077-02","Recounted","101_1_13",103
"2408077-03","Validated","100_1_1",502
"2408077-03","Validated","101_1_13",75
"2408077-04","Validated","100_1_1",440
"2408077-04","Validated","101_1_13",152
"2408078-01","Validated","100_1_1",218
"2408078-01","Validated","101_1_13",65
"2408078-02","Validated","100_1_1",237
"2408078-02","Validated","101_1_13",52
"2408078-03","Validated","100_1_1",350
"2408078-03","Validated","101_1_13",85
"2408079-01","Recounted","100_1_1",492
"2408079-01","Recounted","101_1_13",87
"2408079-02","Validated","100_1_1",470
"2408079-02","Validated","101_1_13",126
"2408079-03","Recounted","100_1_1",440
"2408079-03","Recounted","101_1_13",79
"2408079-04","Validated","100_1_1",469
"2408079-04","Validated","101_1_13",102
"2408080-01","Validated","100_1_1",233
"2408080-01","Validated","101_1_13",96
"2408080-02","Validated","100_1_1",361
"2408080-02","Validated","101_1_13",114
"2408081-01","Recounted","100_1_1",428
"2408081-01","Recounted","101_1_13",60
"2408081-02","Validated","100_1_1",374
"2408081-02","Validated","101_1_13",98
"2408081-03","Recounted","100_1_1",454
"2408081-03","Recounted","101_1_13",70
"2408082-01","Recounted","100_1_1",367
"2408082-01","Recounted","101_1_13",108
"2408082-02","Validated","100_1_1",132
"2408082-02","Validated","101_1_13",105
"2408082-03","Validated","100_1_1",384
"2408082-03","Validated","101_1_13",145
"2408083-01","Recounted","100_1_1",214
"2408083-01","Recounted","101_1_13",80
"2408083-02","Validated","100_1_1",174
"2408083-02","Validated","101_1_13",68
"2408083-03","Recounted","100_1_1",460
"2408083-03","Recounted","101_1_13",115
"2408084-01","Validated","100_1_1",115
"2408084-01","Validated","101_1_13",70
"2408084-02","Validated","100_1_1",119
"2408084-02","Validated","101_1_13",49
"2408084-03","Validated","100_1_1",154
"2408084-03","Validated","101_1_13",108
"2408193-01","Validated","100_1_1",209
"2408193-01","Validated","101_1_13",123
"2408193-02","Validated","100_1_1",205
"2408193-02","Validated","101_1_13",192
"2408193-03","Recounted","100_1_1",433
"2408193-03","Recounted","101_1_13",167
"2409054-01","Recounted","100_1_1",247
"2409054-01","Recounted","101_1_13",15
"2409054-02","Validated","100_1_1",174
"2409054-02","Validated","101_1_13",53
"2409054-03","Recounted","100_1_1",170
"2409054-03","Recounted","101_1_13",23
"2409054-04","Recounted","100_1_1",148
"2409054-04","Recounted","101_1_13",36
"2409055-01","Validated","100_1_1",343
"2409055-01","Validated","101_1_13",100
"2409055-02","Validated","100_1_1",107
"2409055-02","Validated","101_1_13",84
"2409055-03","Recounted","100_1_1",359
"2409055-03","Recounted","101_1_13",68
"2409056-01","Validated","100_1_1",91
"2409056-01","Validated","101_1_13",15
"2409056-02","Validated","100_1_1",129
"2409056-02","Validated","101_1_13",22
"2409056-03","Validated","100_1_1",96
"2409056-03","Validated","101_1_13",15
"2409057-01","Recounted","100_1_1",173
"2409057-01","Recounted","101_1_13",35
"2409057-02","Validated","100_1_1",110
"2409057-02","Validated","101_1_13",109
"2409057-03","Recounted","100_1_1",405
"2409057-03","Recounted","101_1_13",61
"2409058-01","Validated","100_1_1",114
"2409058-01","Validated","101_1_13",77
"2409058-02","Validated","100_1_1",173
"2409058-02","Validated","101_1_13",182
"2409059-01","Validated","100_1_1",296
"2409059-01","Validated","101_1_13",24
"2409059-02","Recounted","100_1_1",185
"2409059-02","Recounted","101_1_13",25
"2409060-01","Validated","100_1_1",172
"2409060-01","Validated","101_1_13",31
"2409060-02","Validated","100_1_1",220
"2409060-02","Validated","101_1_13",39
"2409061-01","Recounted","100_1_1",115
"2409061-01","Recounted","101_1_13",13
"2409061-02","Validated","100_1_1",85
"2409061-02","Validated","101_1_13",10
"2409061-03","Validated","100_1_1",258
"2409061-03","Validated","101_1_13",25
"2409062-01","Recounted","100_1_1",161
"2409062-01","Recounted","101_1_13",20
"2409062-02","Recounted","100_1_1",164
"2409062-02","Recounted","101_1_13",18
"2409062-03","Recounted","100_1_1",354
"2409062-03","Recounted","101_1_13",33
"2409063-01","Validated","100_1_1",103
"2409063-01","Validated","101_1_13",120
"2409063-02","Recounted","100_1_1",247
"2409063-02","Recounted","101_1_13",94
"2409064-01","Validated","100_1_1",103
"2409064-01","Validated","101_1_13",40
"2409064-02","Validated","100_1_1",75
"2409064-02","Validated","101_1_13",11
"2409064-03","Validated","100_1_1",219
"2409064-03","Validated","101_1_13",67
"2409065-01","Validated","100_1_1",195
"2409065-01","Validated","101_1_13",66
"2409065-02","Recounted","100_1_1",189
"2409065-02","Recounted","101_1_13",59
"2409066-01","Validated","100_1_1",26
"2409066-01","Validated","101_1_13",22
"2409066-02","Validated","100_1_1",55
"2409066-02","Validated","101_1_13",31
"2409067-01","Validated","100_1_1",73
"2409067-01","Validated","101_1_13",10
"2409067-02","Recounted","100_1_1",343
"2409067-02","Recounted","101_1_13",30
"2409067-03","Validated","100_1_1",149
"2409067-03","Validated","101_1_13",27
"2409068-01","Validated","100_1_1",85
"2409068-01","Validated","101_1_13",23
"2409068-02","Validated","100_1_1",142
"2409068-02","Validated","101_1_13",24
"2409069-01","Recounted","100_1_1",98
"2409069-01","Recounted","101_1_13",26
"2409069-02","Validated","100_1_1",155
"2409069-02","Validated","101_1_13",11
"2409070-01","Validated","100_1_1",154
"2409070-01","Validated","101_1_13",51
"2409070-02","Invalidated","100_1_1",282
"2409070-02","Invalidated","101_1_13",37
"2409168-01","Recounted","100_1_1",179
"2409168-01","Recounted","101_1_13",29
"2409168-02","Validated","100_1_1",140
"2409168-02","Validated","101_1_13",63
"2409194-01","Recounted","100_1_1",53
"2409194-01","Recounted","101_1_13",92
"2409194-02","Recounted","100_1_1",58
"2409194-02","Recounted","101_1_13",74
"2409194-03","Recounted","100_1_1",69
"2409194-03","Recounted","101_1_13",215
"2501001-01","Validated","100_1_1",0
"2501001-01","Validated","101_1_13",3
"2501001-02","Recounted","100_1_1",16
"2501001-02","Recounted","101_1_13",15
"2501001-03","Validated","100_1_1",8
"2501001-03","Validated","101_1_13",15
"2501001-04","Validated","100_1_1",18
"2501001-04","Validated","101_1_13",22
"2501001-05","Invalidated","100_1_1",28
"2501001-05","Invalidated","101_1_13",30
"2501001-06","Validated","100_1_1",0
"2501001-06","Validated","101_1_13",2
"2501001-07","Validated","100_1_1",1
"2501001-07","Validated","101_1_13",2
"2501002-01","Validated","100_1_1",43
"2501002-01","Validated","101_1_13",41
"2501002-02","Validated","100_1_1",39
"2501002-02","Validated","101_1_13",27
"2501002-03","Recounted","100_1_1",88
"2501002-03","Recounted","101_1_13",64
"2501002-04","Invalidated","100_1_1",0
"2501002-04","Invalidated","101_1_13",0
"2501002-05","Recounted","100_1_1",0
"2501002-05","Recounted","101_1_13",0
"2501002-06","Invalidated","100_1_1",0
"2501002-06","Invalidated","101_1_13",0
"2501002-07","Invalidated","100_1_1",0
"2501002-07","Invalidated","101_1_13",0
"2501003-01","Validated","100_1_1",2
"2501003-01","Validated","101_1_13",6
"2501003-02","Validated","100_1_1",2
"2501003-02","Validated","101_1_13",4
"2501003-03","Validated","100_1_1",3
"2501003-03","Validated","101_1_13",3
"2501003-04","Validated","100_1_1",5
"2501003-04","Validated","101_1_13",17
"2501003-05","Recounted","100_1_1",4
"2501003-05","Recounted","101_1_13",7
"2501003-06","Validated","100_1_1",0
"2501003-06","Validated","101_1_13",23
"2501003-07","Validated","100_1_1",0
"2501003-07","Validated","101_1_13",12
"2501003-08","Validated","100_1_1",1
"2501003-08","Validated","101_1_13",2
"2501004-01","Validated","100_1_1",43
"2501004-01","Validated","101_1_13",97
"2501004-02","Recounted","100_1_1",25
"2501004-02","Recounted","101_1_13",86
"2501004-03","Validated","100_1_1",16
"2501004-03","Validated","101_1_13",18
"2501004-04","Invalidated","100_1_1",0
"2501004-04","Invalidated","101_1_13",0
"2501004-05","Validated","100_1_1",2
"2501004-05","Validated","101_1_13",5
"2501004-06","Invalidated","100_1_1",0
"2501004-06","Invalidated","101_1_13",0
"2501004-07","Validated","100_1_1",9
"2501004-07","Validated","101_1_13",25
"2501005-01","Recounted","100_1_1",2
"2501005-01","Recounted","101_1_13",95
"2501005-02","Validated","100_1_1",21
"2501005-02","Validated","101_1_13",37
"2501005-03","Validated","100_1_1",8
"2501005-03","Validated","101_1_13",21
"2501005-04","Validated","100_1_1",93
"2501005-04","Validated","101_1_13",191
"2501005-05","Recounted","100_1_1",47
"2501005-05","Recounted","101_1_13",102
"2501005-06","Validated","100_1_1",25
"2501005-06","Validated","101_1_13",61
"2501005-07","Invalidated","100_1_1",47
"2501005-07","Invalidated","101_1_13",105
"2501005-08","Validated","100_1_1",14
"2501005-08","Validated","101_1_13",37
"2501006-01","Validated","100_1_1",20
"2501006-01","Validated","101_1_13",48
"2501006-02","Validated","100_1_1",15
"2501006-02","Validated","101_1_13",57
"2501006-03","Validated","100_1_1",19
"2501006-03","Validated","101_1_13",75
"2501006-04","Validated","100_1_1",37
"2501006-04","Validated","101_1_13",181
"2501006-05","Invalidated","100_1_1",0
"2501006-05","Invalidated","101_1_13",0
"2501006-06","Invalidated","100_1_1",0
"2501006-06","Invalidated","101_1_13",0
"2501006-07","Invalidated","100_1_1",0
"2501006-07","Invalidated","101_1_13",0
"2501007-01","Validated","100_1_1",37
"2501007-01","Validated","101_1_13",75
"2501007-02","Validated","100_1_1",48
"2501007-02","Validated","101_1_13",11
"2501007-03","Validated","100_1_1",30
"2501007-03","Validated","101_1_13",33
"2501008-01","Invalidated","100_1_1",55
"2501008-01","Invalidated","101_1_13",98
"2501008-02","Validated","100_1_1",20
"2501008-02","Validated","101_1_13",41
"2501008-03","Validated","100_1_1",8
"2501008-03","Validated","101_1_13",25
"2501008-04","Validated","100_1_1",56
"2501008-04","Validated","101_1_13",50
"2501008-05","Validated","100_1_1",1
"2501008-05","Validated","101_1_13",0
"2501008-06","Invalidated","100_1_1",0
"2501008-06","Invalidated","101_1_13",0
"2501010-01","Validated","100_1_1",190
"2501010-01","Validated","101_1_13",378
"2501010-02","Validated","100_1_1",92
"2501010-02","Validated","101_1_13",215
"2501010-03","Validated","100_1_1",11
"2501010-03","Validated","101_1_13",12
"2501010-04","Validated","100_1_1",7
"2501010-04","Validated","101_1_13",7
"2501010-05","Validated","100_1_1",6
"2501010-05","Validated","101_1_13",5
"2501010-06","Validated","100_1_1",13
"2501010-06","Validated","101_1_13",18
"2501010-07","Validated","100_1_1",93
"2501010-07","Validated","101_1_13",229
"2501010-08","Validated","100_1_1",199
"2501010-08","Validated","101_1_13",376
"2501010-09","Validated","100_1_1",8
"2501010-09","Validated","101_1_13",14
"2501011-01","Recounted","100_1_1",18
"2501011-01","Recounted","101_1_13",49
"2501012-01","Validated","100_1_1",88
"2501012-01","Validated","101_1_13",53
"2501012-02","Validated","100_1_1",37
"2501012-02","Validated","101_1_13",42
"2501012-03","Validated","100_1_1",15
"2501012-03","Validated","101_1_13",14
"2501012-04","Validated","100_1_1",5
"2501012-04","Validated","101_1_13",4
"2501012-05","Validated","100_1_1",2
"2501012-05","Validated","101_1_13",3
"2501012-06","Validated","100_1_1",1
"2501012-06","Validated","101_1_13",3
"2501013-01","Validated","100_1_1",5
"2501013-01","Validated","101_1_13",12
"2501013-02","Validated","100_1_1",17
"2501013-02","Validated","101_1_13",39
"2501013-03","Validated","100_1_1",28
"2501013-03","Validated","101_1_13",11
"2501013-04","Validated","100_1_1",19
"2501013-04","Validated","101_1_13",27
"2501013-05","Recounted","100_1_1",4
"2501013-05","Recounted","101_1_13",9
"2501014-01","Validated","100_1_1",14
"2501014-01","Validated","101_1_13",48
"2501014-02","Validated","100_1_1",12
"2501014-02","Validated","101_1_13",32
"2501014-03","Validated","100_1_1",11
"2501014-03","Validated","101_1_13",50
"2501014-04","Validated","100_1_1",3
"2501014-04","Validated","101_1_13",0
"2501014-05","Validated","100_1_1",2
"2501014-05","Validated","101_1_13",0
"2501015-01","Validated","100_1_1",32
"2501015-01","Validated","101_1_13",114
"2501015-02","Recounted","100_1_1",59
"2501015-02","Recounted","101_1_13",135
"2501015-04","Recounted","100_1_1",39
"2501015-04","Recounted","101_1_13",67
"2501050-01","Recounted","100_1_1",96
"2501050-01","Recounted","101_1_13",15
"2501050-02","Validated","100_1_1",84
"2501050-02","Validated","101_1_13",15
"2501050-03","Validated","100_1_1",24
"2501050-03","Validated","101_1_13",3
"2501050-04","Recounted","100_1_1",62
"2501050-04","Recounted","101_1_13",11
"2501050-05","Validated","100_1_1",70
"2501050-05","Validated","101_1_13",13
"2501050-06","Validated","100_1_1",2
"2501050-06","Validated","101_1_13",2
"2501052-01","Validated","100_1_1",43
"2501052-01","Validated","101_1_13",63
"2501052-02","Validated","100_1_1",48
"2501052-02","Validated","101_1_13",73
"2501052-03","Validated","100_1_1",8
"2501052-03","Validated","101_1_13",26
"2502036-01","Validated","100_1_1",9
"2502036-01","Validated","101_1_13",100
"2502036-02","Validated","100_1_1",9
"2502036-02","Validated","101_1_13",93
"2502036-03","Recounted","100_1_1",6
"2502036-03","Recounted","101_1_13",67
"2502036-04","Validated","100_1_1",5
"2502036-04","Validated","101_1_13",28
"2502036-05","Validated","100_1_1",3
"2502036-05","Validated","101_1_13",20
"2502036-06","Validated","100_1_1",2
"2502036-06","Validated","101_1_13",43
"2502036-07","Validated","100_1_1",0
"2502036-07","Validated","101_1_13",4
"2502037-01","Recounted","100_1_1",30
"2502037-01","Recounted","101_1_13",154
"2502037-02","Validated","100_1_1",40
"2502037-02","Validated","101_1_13",228
"2502037-03","Validated","100_1_1",34
"2502037-03","Validated","101_1_13",187
"2502037-04","Validated","100_1_1",28
"2502037-04","Validated","101_1_13",157
"2502037-05","Validated","100_1_1",69
"2502037-05","Validated","101_1_13",327
"2502037-06","Invalidated","100_1_1",0
"2502037-06","Invalidated","101_1_13",0
"2502038-01","Validated","100_1_1",3
"2502038-01","Validated","101_1_13",19
"2502038-02","Invalidated","100_1_1",7
"2502038-02","Invalidated","101_1_13",13
"2502038-03","Invalidated","100_1_1",0
"2502038-03","Invalidated","101_1_13",1
"2502038-04","Validated","100_1_1",8
"2502038-04","Validated","101_1_13",38
"2502038-05","Validated","100_1_1",8
"2502038-05","Validated","101_1_13",75
"2502038-06","Validated","100_1_1",4
"2502038-06","Validated","101_1_13",16
"2502038-07","Invalidated","100_1_1",6
"2502038-07","Invalidated","101_1_13",29
"2502039-01","Validated","100_1_1",6
"2502039-01","Validated","101_1_13",14
"2502039-02","Invalidated","100_1_1",92
"2502039-02","Invalidated","101_1_13",16
"2502039-03","Invalidated","100_1_1",2
"2502039-03","Invalidated","101_1_13",46
"2502039-04","Invalidated","100_1_1",1
"2502039-04","Invalidated","101_1_13",3
"2502040-01","Validated","100_1_1",1
"2502040-01","Validated","101_1_13",1
"2502040-02","Validated","100_1_1",0
"2502040-02","Validated","101_1_13",1
"2502040-03","Invalidated","100_1_1",0
"2502040-03","Invalidated","101_1_13",0
"2502040-04","Validated","100_1_1",0
"2502040-04","Validated","101_1_13",1
"2502040-05","Validated","100_1_1",2
"2502040-05","Validated","101_1_13",1
"2502042-01","Validated","100_1_1",17
"2502042-01","Validated","101_1_13",42
"2502042-02","Validated","100_1_1",1
"2502042-02","Validated","101_1_13",18
"2502042-03","Validated","100_1_1",0
"2502042-03","Validated","101_1_13",26
"2502042-04","Validated","100_1_1",2
"2502042-04","Validated","101_1_13",2
"2502042-05","Validated","100_1_1",0
"2502042-05","Validated","101_1_13",1
"2502042-06","Validated","100_1_1",0
"2502042-06","Validated","101_1_13",1
"2502043-01","Validated","100_1_1",11
"2502043-01","Validated","101_1_13",44
"2502043-02","Validated","100_1_1",1
"2502043-02","Validated","101_1_13",18
"2502043-03","Validated","100_1_1",5
"2502043-03","Validated","101_1_13",13
"2502043-04","Validated","100_1_1",10
"2502043-04","Validated","101_1_13",20
"2502043-05","Validated","100_1_1",1
"2502043-05","Validated","101_1_13",14
"2502043-06","Invalidated","100_1_1",0
"2502043-06","Invalidated","101_1_13",0
"2502044-01","Validated","100_1_1",9
"2502044-01","Validated","101_1_13",43
"2502044-02","Validated","100_1_1",8
"2502044-02","Validated","101_1_13",35
"2502044-03","Recounted","100_1_1",2
"2502044-03","Recounted","101_1_13",33
"2502044-04","Validated","100_1_1",6
"2502044-04","Validated","101_1_13",13
"2502044-05","Validated","100_1_1",1
"2502044-05","Validated","101_1_13",13
"2502044-06","Invalidated","100_1_1",0
"2502044-06","Invalidated","101_1_13",0
"2502054-01","Validated","100_1_1",6
"2502054-01","Validated","101_1_13",39
"2502054-02","Validated","100_1_1",9
"2502054-02","Validated","101_1_13",44
"2502054-03","Recounted","100_1_1",2
"2502054-03","Recounted","101_1_13",51
"2502054-04","Recounted","100_1_1",15
"2502054-04","Recounted","101_1_13",61
"2502054-05","Validated","100_1_1",31
"2502054-05","Validated","101_1_13",107
"2502054-06","Invalidated","100_1_1",0
"2502054-06","Invalidated","101_1_13",0
"2503016-01","Validated","100_1_1",97
"2503016-01","Validated","101_1_13",79
"2503016-02","Validated","100_1_1",110
"2503016-02","Validated","101_1_13",104
"2503016-03","Validated","100_1_1",103
"2503016-03","Validated","101_1_13",55
"2503016-04","Validated","100_1_1",38
"2503016-04","Validated","101_1_13",42
