"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"2717001","2717001-02","M","YES","YES","YES","YES","Recounted","33214"
"2717001","2717001-03","M","YES","YES","YES","YES","Validated","R19541"
"2717001","2717001-04","F","YES","YES","YES","YES","Recounted","29003"
"2717001","2717001-05","F","YES","YES","YES","YES","Recounted","30728"
"2717004","2717004-01","M","YES","YES","YES","YES","Validated","R12962"
"2717004","2717004-02","M","YES","YES","YES","YES","Validated","R12953"
"2717004","2717004-03","F","YES","YES","YES","YES","Validated","R12952"
"2717004","2717004-04","F","YES","YES","YES","YES","Invalidated",NA
"2717011","2717011-01","M","YES","YES","YES","YES","Validated","R12928"
"2717011","2717011-02","M","YES","YES","YES","YES","Validated","R12949"
"2717011","2717011-03","M","YES","YES","YES","YES","Recounted","30615"
"2717011","2717011-04","F","YES","YES","YES","YES","Validated","R12951"
"2717011","2717011-05","F","YES","YES","YES","YES","Validated","R12956"
"2717011","2717011-06","F","YES","YES","YES","YES","Validated","R12965"
"2717013","2717013-01","M","YES","YES","YES","YES","Recounted","29322"
"2717013","2717013-02","M","YES","YES","YES","YES","Validated","R12948"
"2717013","2717013-03","M","YES","YES","YES","YES","Validated","R12904"
"2717013","2717013-04","F","YES","YES","YES","YES","Validated","R12927"
"2717013","2717013-05","F","YES","YES","YES","YES","Validated","R12915"
"2717013","2717013-06","F","YES","YES","YES","YES","Recounted","15913"
"2717015","2717015-01","M","YES","YES","YES","YES","Recounted","31444"
"2717015","2717015-02","M","YES","YES","YES","YES","Recounted","31443"
"2717015","2717015-03","M","YES","YES","YES","YES","Recounted","15762"
"2717015","2717015-04","F","YES","YES","YES","YES","Validated","R12964"
"2717015","2717015-05","F","YES","YES","YES","YES","Validated","M0104"
"2717015","2717015-06","F","YES","NO","YES","YES","Invalidated",NA
"2717016","2717016-01","M","YES","YES","YES","YES","Validated","R12967"
"2717016","2717016-02","M","YES","YES","YES","YES","Validated","R12959"
"2717016","2717016-03","M","NO","NO","YES","YES","Recounted","25011"
"2717016","2717016-04","F","NO","YES","YES","YES","Validated","R12903"
"2717016","2717016-05","F","NO","NO","YES","YES","Recounted","29309"
"2717017","2717017-01","M","YES","NO","YES","YES","Validated","R12970"
"2717017","2717017-02","M","YES","NO","YES","YES","Validated","R12971"
"2717017","2717017-03","M","YES","NO","YES","YES","Validated","R12901"
"2717017","2717017-04","M","YES","NO","YES","YES","Validated","R12926"
"2717017","2717017-05","F","YES","NO","YES","YES","Validated","R12945"
"2717017","2717017-06","F","YES","NO","YES","YES","Validated","R12944"
"2717021","2717021-01","M","YES","NO","YES","YES","Recounted","31446"
"2717021","2717021-02","M","YES","NO","YES","YES","Validated","R12925"
"2717021","2717021-03","M","YES","NO","YES","YES","Validated","R12969"
"2717021","2717021-04","F","YES","NO","YES","YES","Validated","R12902"
"2717021","2717021-05","F","YES","NO","YES","YES","Validated","R12947"
"2717021","2717021-06","F","NO","NO","YES","YES","Validated","R12968"
"2717051","2717051-01","M","YES","YES","YES","YES","Recounted","29263"
"2717051","2717051-02","M","YES","YES","YES","YES","Validated","R12973"
"2717051","2717051-03","M","YES","YES","YES","YES","Validated","R12930"
"2717051","2717051-04","F","YES","YES","YES","YES","Validated","R12942"
"2717052","2717052-01","M","YES","YES","YES","YES","Recounted","29256"
"2717052","2717052-02","M","YES","YES","YES","YES","Validated","R12893"
"2717052","2717052-03","M","YES","YES","YES","YES","Recounted","29179"
"2717052","2717052-04","F","YES","YES","YES","YES","Recounted","30541"
"2717052","2717052-05","F","YES","YES","YES","YES","Validated","R12894"
"2717052","2717052-06","F","YES","YES","YES","YES","Recounted","30531"
"2717064","2717064-01","M","YES","YES","YES","YES","Recounted","26784"
"2717064","2717064-02","M","YES","YES","YES","YES","Validated","R12980"
"2717064","2717064-03","M","YES","YES","YES","YES","Validated","R12937"
"2717064","2717064-04","M","YES","YES","YES","YES","Recounted","31445"
"2717064","2717064-05","F","YES","YES","YES","YES","Validated","R12979"
"2717064","2717064-06","F","NO","NO","YES","YES","Validated","R12936"
"2717065","2717065-01","M","YES","YES","YES","YES","Validated","R12896"
"2717065","2717065-02","M","YES","YES","YES","YES","Validated","R12932"
"2717065","2717065-03","F","YES","YES","YES","YES","Validated","R12931"
"2718229","2718229-01","M","YES","NO","YES","YES","Validated","R12976"
"2718229","2718229-02","M","NO","NO","YES","YES","Validated","R12939"
"2718230","2718230-01","M","YES","NO","YES","YES","Recounted","15067"
"2718230","2718230-02","F","YES","NO","YES","YES","Recounted","15140"
"2718231","2718231-01","M","YES","YES","YES","YES","Validated","R12997"
"2718231","2718231-02","M","YES","YES","YES","YES","Validated","R12998"
"2718231","2718231-03","F","YES","YES","YES","YES","Validated","R12999"
"2718231","2718231-04","F","YES","YES","YES","YES","Validated","R13000"
"2718231","2718231-05","F","YES","YES","YES","YES","Validated","R13005"
"2718232","2718232-01","M","NO","NO","YES","YES","Recounted","14963"
"2718232","2718232-02","F","YES","YES","YES","YES","Recounted","24798"
"2718233","2718233-01","M","YES","YES","YES","YES","Validated","R13001"
"2718233","2718233-02","M","NO","NO","YES","YES","Validated","R13002"
"2718234","2718234-01","M","YES","YES","YES","YES","Recounted","25208"
"2718234","2718234-02","M","YES","YES","YES","YES","Validated","R12995"
"2718234","2718234-03","F","YES","YES","YES","YES","Validated","R12996"
"2718234","2718234-04","F","YES","YES","YES","YES","Validated","R13003"
"2718235","2718235-01","M","YES","YES","YES","YES","Recounted","30534"
"2718235","2718235-02","M","YES","YES","YES","YES","Validated","R13007"
"2718235","2718235-03","M","YES","YES","YES","YES","Validated","R12986"
"2718235","2718235-04","F","NO","YES","YES","YES","Recounted","34967"
"2718235","2718235-05","F","NO","NO","YES","YES","Validated","R13008"
"2718236","2718236-01","M","YES","YES","YES","YES","Validated","R12991"
"2718236","2718236-02","M","YES","YES","YES","YES","Validated","R12989"
"2718236","2718236-03","M","YES","YES","YES","YES","Recounted","34969"
"2718236","2718236-04","M","YES","YES","YES","YES","Recounted","11720"
"2718236","2718236-05","F","YES","YES","YES","YES","Validated","R13013"
"2718236","2718236-06","F","YES","YES","YES","YES","Recounted","34970"
"2718237","2718237-01","M","YES","YES","YES","YES","Validated","R13015"
"2718237","2718237-02","M","YES","YES","YES","YES","Validated","R12987"
"2718237","2718237-03","M","YES","YES","YES","YES","Validated","R13018"
"2718237","2718237-04","M","YES","YES","YES","YES","Validated","R12982"
"2718237","2718237-05","F","YES","YES","YES","YES","Validated","R13016"
"2718237","2718237-06","F","YES","YES","YES","YES","Validated","R13022"
"2718237","2718237-07","F","YES","YES","YES","YES","Validated","R12988"
"2718237","2718237-08","F","YES","YES","YES","YES","Recounted","24796"
"2718238","2718238-01","M","YES","YES","YES","YES","Validated","R13019"
"2718238","2718238-02","M","NO","YES","YES","YES","Validated","R13020"
"2718238","2718238-03","M","YES","YES","YES","YES","Validated","R12981"
"2718238","2718238-04","M","YES","YES","YES","YES","Recounted","11883"
"2718238","2718238-05","F","YES","YES","YES","YES","Recounted","29278"
"2718238","2718238-06","F","YES","YES","YES","YES","Validated","R12983"
"2718238","2718238-07","F","NO","YES","YES","YES","Invalidated",NA
"2718238","2718238-08","F","YES","YES","YES","YES","Recounted","33213"
"2718239","2718239-01","M","NO","YES","YES","YES","Invalidated",NA
"2718239","2718239-02","M","NO","YES","YES","YES","Recounted","29320"
"2718239","2718239-03","M","NO","NO","YES","YES","Invalidated",NA
"2718239","2718239-04","M","NO","YES","YES","YES","Validated","R13051"
"2718239","2718239-05","F","NO","YES","YES","YES","Invalidated",NA
"2718239","2718239-06","F","NO","YES","YES","YES","Recounted","10319"
"2718239","2718239-07","F","NO","YES","YES","YES","Validated","M0056"
"2718239","2718239-08","F","NO","YES","YES","YES","Recounted","34870"
"2718240","2718240-01","M","YES","YES","YES","YES","Validated","R13049"
"2718240","2718240-02","M","YES","YES","YES","YES","Recounted","24682"
"2718240","2718240-03","M","YES","YES","YES","YES","Validated","R13083"
"2718240","2718240-04","M","NO","NO","YES","YES","Recounted","14980"
"2718240","2718240-05","M","YES","YES","YES","YES","Recounted","24795"
"2718240","2718240-06","F","NO","NO","YES","YES","Recounted","10370"
"2718240","2718240-07","F","YES","YES","YES","YES","Recounted","13723"
"2718240","2718240-08","F","NO","NO","YES","YES","Validated","R13053"
"2718241","2718241-01","M","YES","YES","YES","YES","Validated","R13096"
"2718241","2718241-02","M","YES","YES","YES","YES","Validated","R13093"
"2718241","2718241-03","F","YES","YES","YES","YES","Validated","R13087"
"2718241","2718241-04","F","YES","YES","YES","YES","Validated","R13095"
"2718242","2718242-01","M","YES","YES","YES","YES","Validated","R13128"
"2718242","2718242-02","M","YES","YES","YES","YES","Recounted","24670"
"2718242","2718242-03","F","NO","NO","YES","YES","Validated","R13138"
"2718242","2718242-04","F","YES","YES","YES","YES","Recounted","14983"
"2718243","2718243-01","M","YES","YES","YES","YES","Validated","R13029"
"2718243","2718243-02","M","YES","YES","YES","YES","Validated","R13082"
