"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"2308235","2308"," Bazar Jawz Mosque","مسجد بازار جوز","Old","NO","2308",NA
"2308236","2308"," Char Deh Secondary School","مکتب متوسطه چار ده","Not Assessed","NO","2308",NA
"2308237","2308"," Yaman School","مکتب یامان","Not Assessed","NO","2308",NA
"2308238","2308"," Chashma Khoni School","مکتب چشمه خونی","Not Assessed","NO","2308",NA
"2308239","2308"," Du Rodi Du Sang School","مکتب دورودی دوسنگ","Not Assessed","NO","2308",NA
"2308246","2308"," Jai Satar Khan Mosque","مسجد جای ستار خان","Not Assessed","NO","2308",NA
"2308248","2308"," Pai Hesar Mosque","مسجدپای حصار","Relocated","YES","2308",NA
"2308251","2308"," Larqah Girls School","مکتب نسوان لارقه","Relocated","YES","2308",NA
"2308252","2308"," Khuzbagag School","مکتب خزبگگ","New","YES","2308",NA
"2308254","2308"," Yageen Primary School","مکتب ابتدائی یگین","Relocated","YES","2308",NA
"2309255","2309"," Khameen Mosque","مسجد خمین","Relocated","YES","2309",NA
"2309256","2309"," Durudi School","مکتب دورودی","Old","YES","2309",NA
"2309257","2309"," Khakcha Jame Mosque","مسجید جامع خاکچه","Relocated","NO","2309",NA
"2309258","2309"," Kabotar Khan Primary School","مکتب ابتدائیه کبوتر خان","Old","YES","2309",NA
"2309260","2309"," Sayed Abdullah Alawi High School","لیسه سید عبدالله علوی","Old","YES","2309",NA
"2309263","2309"," Deh Surkh Jame Mosque","مسجد جامع ده سرخ","Relocated","YES","2309",NA
"2309268","2309"," Benafshan Mosque","مسجد بنفشان","Relocated","NO","2309",NA
"2309270","2309"," Hazrat Abu Baker Sediq Mosque","مسجد حضرت ابو بکر صدیق","Relocated","NO","2309",NA
"2310272","2310"," Boti Jame Mosque","مسجد جامع بوطی","New","NO","2310",NA
"2310277","2310"," Health Clinic","کلینیک صحی","Relocated","YES","2310",NA
"2310278","2310"," Falizi Mosque","مسجد فالیزی","Relocated","YES","2310",NA
"2310280","2310"," Khairnak Secondary School","مکتب متوسطه خیر ناک","New","YES","2310",NA
"2310282","2310"," Tazri Sadat Secondary School","مکتب متوسطه تذری سادات","New","YES","2310",NA
"2310285","2310"," Tagab Balouchi Mosque","مسجد تگاب بلوچی","New","NO","2310",NA
"2310287","2310"," Lor Beest Secondary School","مکتب متوسطه لور بیست","Old","NO","2310",NA
"2401001","2401"," Zainabiah Sangoom High School","لیسه زینبیه سنگموم","Relocated","YES","2401",NA
"2401002","2401"," Sangoom Boys High School","لیسه ذکور سنگموم","Relocated","YES","2401",NA
"2401003","2401"," Sar Neeli Girls School","مکتب نسوان سرنیلی","New","YES","2401",NA
"2401004","2401"," Chahardar High School","مکتب لیسه چهاردار","New","YES","2401",NA
"2401005","2401"," Rubat Dasht High School","لیسه ذکور رباط دشت","Relocated","YES","2401",NA
"2401006","2401"," Hajdi School","مکتب هجدی","Relocated","YES","2401",NA
"2401007","2401"," Mesh Sufla School","مکتب میش سفلی","Relocated","YES","2401",NA
"2401008","2401"," Mesh Ulya Mosque","مسجد میش علیا","Old","YES","2401",NA
"2401009","2401"," Khakbad Girls High School","مکتب لیسه نسوان خاکباد","New","YES","2401",NA
"2401010","2401"," Ghadar High School","مکتب لیسه غدار","New","YES","2401",NA
"2401012","2401"," Agriculture Vocational Institute","انستیتوت مسلکی زراعت","New","YES","2401",NA
"2401013","2401"," Lazeer Boys High School","لیسه ذکور لزیر","Relocated","YES","2401",NA
"2401014","2401"," Dahan Omersha Mosque","مسجد دهن عمرشه","New","YES","2401",NA
"2401015","2401"," Khak e Mohammad Mosque","مسجد خاک محمد","New","YES","2401",NA
"2401017","2401"," Qul Qadeer Boys School","مکتب ذکور قول قدیر","Relocated","YES","2401",NA
"2401018","2401"," Sang Safid High School","لیسه مختلط سنگ سفید","New","YES","2401",NA
"2401019","2401"," Fatimiah Mosque","مسجد فاطمیه","New","YES","2401",NA
"2401020","2401"," Jaraf Girls High School","لیسه ذکور جرف","Relocated","YES","2401",NA
"2401021","2401"," Menbar e Jaw Qul","منبر جوقول","Old","YES","2401",NA
"2401022","2401"," Sheesh Girls School","مکتب نسوان شیش","Relocated","YES","2401",NA
"2401023","2401"," Myanah Qul Mosque","مسجد میانه قل","New","YES","2401",NA
"2401024","2401"," Sewak Boys High School","لیسه ذکور سیوک","Relocated","YES","2401",NA
"2401025","2401"," Darah e Rubat Khushk Mosque","مسجد خشک دره رباط","New","YES","2401",NA
"2401026","2401"," Menbar Talkhak Bazar","منبر تلخک زار","New","YES","2401",NA
"2402027","2402"," Ashkarabad Boys Secondary School","متوسطه ذکور اشکر آباد","Relocated","YES","2402",NA
"2402029","2402"," Rakhan Mosque","مسجد راخان","Old","YES","2402",NA
"2402030","2402"," Geeru Girls High School","لیسه نسوان گیرو","Relocated","YES","2402",NA
"2402031","2402"," Bi Bi Hajer Primary School","ابتدائیه بی بی هاجر","Relocated","YES","2402",NA
"2402033","2402"," Sayed Ahmad Social Gathering Hall","سالن اجتماعی سید احمد","Relocated","YES","2402",NA
"2402034","2402"," Mamlooq Girls High School","لیسه نسوان مملوق","New","YES","2402",NA
"2402035","2402"," Jangalak Boys High School","لیسه ذکور جنگلگ","Relocated","YES","2402",NA
"2402036","2402"," Chabrasak Boys High School","لیسه عالی ذکور چبراسک","Relocated","YES","2402",NA
"2402037","2402"," Ghaf Girls High School","لیسه نسوان غاف","Relocated","YES","2402",NA
"2402038","2402"," Faizabad Girls High School","لیسه نسوان فیض آباد","Relocated","YES","2402",NA
"2402039","2402"," Ghochan Girls High School","لیسه نسوان غوچان","New","YES","2402",NA
"2402041","2402"," Khwajah Chesht Boys Primary School","مکتب ابتدائیه ذکور خوجه چاشت","New","YES","2402",NA
"2402042","2402"," Alqan Boys High School","لیسه ذکور القان","Relocated","YES","2402",NA
"2402043","2402"," Pai Mahar Primary School","مکتب ابتدایه پای مهر","New","YES","2402",NA
"2402044","2402"," Bi Bi Nargis Katoot Girls High School","لیسه نسوان بی بی نرجس کتوت","New","YES","2402",NA
"2402045","2402"," Bintul Huda Girls High School","لیسه نسوان بنت الهدا","Relocated","YES","2402",NA
"2402047","2402"," Aab Bakhsh Ghasoor Mosque","مسجید آب بخش غاسور","New","YES","2402",NA
"2402048","2402"," Sahib ul Zaman Khak Shahi Mosque","مسجد صاحب الزمان خاک شاهی","Relocated","YES","2402",NA
"2402049","2402"," Fatimatul Zahra Girls High School","لیسه نسوان فاطمه الزهرا","Relocated","YES","2402",NA
"2402050","2402"," Noorul Huda ChowkShahr Girls High School","لیسه نسوان نورالهدا چوکشهر","New","YES","2402",NA
"2402051","2402"," Wargha Girls High School","لیسه نسوان ورغه","New","YES","2402",NA
"2402052","2402"," Shaneah Jawz School","مکتب شنیه جوز","New","YES","2402",NA
"2402054","2402"," Safid Pushtah Mosque","مسجد سفید پشته","Old","YES","2402",NA
"2402055","2402"," Peetab Largar Mosque","مسجد پیتاب لرگر","Old","YES","2402",NA
"2402059","2402"," Chah Mosque","مسجد چاه","New","YES","2402",NA
"2402060","2402"," Sad Khanah Char Aspan Boys High School","لیسه ذکور صد خانه چار اسپان","Relocated","YES","2402",NA
"2402061","2402"," Barlan Girls High School","لیسه نسوان برلان","Relocated","YES","2402",NA
"2402062","2402"," Zojok Mosque","مسجید زوجوک","New","YES","2402",NA
"2402063","2402"," Awri Mazar Azmok Mosque","مسجید اوری مزار  ازموک","Relocated","YES","2402",NA
"2402066","2402"," Shaneah Boys High School","لیسه ذکور شنیه","Relocated","YES","2402",NA
"2402067","2402"," Tagab Bala Qul Mosque","مسجید تگاب بالا قول","New","YES","2402",NA
"2402068","2402"," Shewnah Qul Boys Secondary School","متوسطه ذکور شیونه قول","New","YES","2402",NA
"2402069","2402"," Pushtah Joi Amej Mosque","مسجید پشته جوی آمیج","New","YES","2402",NA
"2402070","2402"," Saraf Girls High School","لیسه نسوان صرف","New","YES","2402",NA
"2403071","2403"," Kandeer Lorah Shew Mosque","مسجد کندیر لوره شیو","New","YES","2404",NA
"2403072","2403"," Tagab Dar Boys High School","لیسه ذکور تگاب دار","New","YES","2404",NA
"2403073","2403"," Rubat Tar Lorah Shew Mosque","مسجد رباط تر لوره شیو","Relocated","YES","2404",NA
"2403074","2403"," Zain Lorah Shew Clinic","کلینک زین لوره شیو","New","YES","2404",NA
"2403075","2403"," Mash Zari Tagab Dar Saloon (Social Hall)","صالون اجتماعی ماش زری تگابدار","New","YES","2404",NA
"2403076","2403"," Sahwar Tagab Dar Mosque","مسجد سهور تگاب دار","Old","YES","2404",NA
"2403077","2403"," Beeri Boys High School","لیسه ذکور بیری","Old","YES","2404",NA
"2403078","2403"," Karezak Beeri Mosque","مسجد کاریزک بیری","New","YES","2404",NA
"2403079","2403"," Deyar Sar Tagab Jame Mosque","مسجد جامع دیار سرتگاب","Relocated","YES","2404",NA
"2403080","2403"," Saranj Fakhoor High School","لیسه سرنج فخور","Relocated","YES","2404",NA
"2403081","2403"," Hussain Qakhoo High School","لیسه حسینی قخور","Relocated","YES","2404",NA
"2403082","2403"," Haji Baz Mohammad Mosque","مسجد حاجی بازمحمد","Not Assessed","NO","2404",NA
"2403083","2403"," Sayed Jamaluddin Afghan High School, Tamzan","لیسه سید جماالدین افغان تمزان","Relocated","YES","2404",NA
"2403084","2403"," Fatimatul Zahra High School, Wageer","لیسه فاطمه الزهرا وگیر","Relocated","YES","2404",NA
"2404085","2404"," Band e Pushdaram Hospital","شفاخانه بند پشدرم","Relocated","YES","2405",NA
"2404086","2404"," Chahardah Masoom Kaman Mosque","مسجدچهارده معصوم کمان","New","YES","2405",NA
"2404087","2404"," Imam Hasan Mujtaba Mosque, Luran Khushk","مسجد امام حسن مجتبی لوران خوشک","Relocated","YES","2405",NA
"2404088","2404"," Nawjok Boys High School","لیسه ذکور نوجوک","Relocated","YES","2405",NA
"2404089","2404"," Dahan Deh Yak Mosque","مسجد دهن ده یک","Old","YES","2405",NA
"2404090","2404"," Quchanqi Boys High School","لیسه ذکور قوچنقی","Relocated","YES","2405",NA
"2404091","2404"," Surkh Joi Mosque","مسجد سرخ جوی","Old","YES","2405",NA
"2404092","2404"," Imam Sajad Taleej Mosque","مسجد امام سجاد تالیج","Relocated","YES","2405",NA
"2404093","2404"," Azadi Khoshag School","مکتب آزادی خوشگ","Relocated","YES","2405",NA
"2404094","2404"," Sahibul Zaman Mosque","مسجد صاحب الزمان","New","YES","2405",NA
"2404095","2404"," Negleej Boys High School","لیسه ذکور نگلیج","Relocated","YES","2405",NA
"2404096","2404"," Sang Mahkam Mosque","مسجد سنگ محکم","New","YES","2405",NA
"2404097","2404"," Quleelah e Abdi Mosque","مسجد قولیله عبدی","New","YES","2405",NA
"2404098","2404"," Hazrat Salman Masrook Mosque","مسجد حضرت سلمان مسروک","Relocated","YES","2405",NA
"2404099","2404"," Imam Sajad Ahingar Mosque","مسجد امام سجاد آهنگر","New","YES","2405",NA
"2404100","2404"," Myanah Ghochan Mosque","مسجد میانه غوچان","Relocated","YES","2405",NA
"2404101","2404"," Sya Nahoor Boys High School","لیسه ذکور سیا ناهور","Relocated","YES","2405",NA
"2404102","2404"," Imam Sadeq Fahrestan High School","لیسه امام صادق فهرستان","New","YES","2405",NA
"2404103","2404"," Safid Sang Mosque","مسجد سفید سنگ","Old","YES","2405",NA
"2404104","2404"," Sar Talah Madrassah","مدرسه سر تاله","Old","YES","2405",NA
"2404105","2404"," Myanah Ishtarli Boys Secondary School","مکتب متوسطه ذکورمیانه اشترلی","Relocated","YES","2405",NA
"2404106","2404"," Rang Derakht Boys High School","لیسه ذکور رنگ درخت","New","YES","2405",NA
"2404107","2404"," Sabz Galli Mosque","مسجد سبزگلی","Relocated","YES","2405",NA
"2404108","2404"," Chawesh Boys High School","لیسه ذکورچاوش","New","YES","2405",NA
"2404109","2404"," Imam Jafar Sadeq Jangan Khord Mosque","مسجدامام جعفرصادق جنگان خورد","Relocated","YES","2405",NA
"2404110","2404"," Qalla e Karam Zarjangan new Mosque","مسجد نو قلعه کرم زارجنگان","Relocated","YES","2405",NA
"2404111","2404"," Imam Raza Jangan Mosque","مسجد امام رضا جنگان","New","YES","2405",NA
"2404112","2404"," Resalat Chakah Jangan Mosque","مسجد رسالت چکه جنگان","Relocated","YES","2405",NA
"2404113","2404"," Chahardah Masoum Kakrag Mosque","مسجد چهارده معصوم ککرگ","Relocated","YES","2405",NA
"2404114","2404"," Dahan Kholgag Mosque","مسجد دهن خولگگ","New","YES","2405",NA
"2404115","2404"," Sewak Sya Darah Secondary School","متوسطه ذکور سیوک سیا دره","Relocated","YES","2405",NA
"2404116","2404"," Korgah Sufla Boys High School","لیسه ذکور کورگه سفلا","Relocated","YES","2405",NA
"2404117","2404"," Shelan Korgah Boys High School","لیسه ذکور شیلان کورگه","New","YES","2405",NA
"2405118","2405"," Jawzakyan Mosque","مسجدجوزکیان","New","YES","2406",NA
"2405119","2405"," Weer School","مکتب وییر","Old","YES","2406",NA
"2405120","2405"," Kyan Boys and Girls School","مکتب مختلط کیان","Relocated","YES","2406",NA
"2405121","2405"," Syah Band Peshtroq School","مکتب سیاه بند پشتروق","Old","YES","2406",NA
"2405122","2405"," Petabak Korgah School","مکتب پیتابک کورگه","Old","YES","2406",NA
"2405123","2405"," Karas Korgah School","مکتب کرس کورگه","New","YES","2406",NA
"2405124","2405"," Sarab Sang Chalak Mosque","مسجد سراب سنگ چلک","Old","YES","2406",NA
"2405125","2405"," Sheneah Khadeer Ulya Mosque","مسجد شینیه خدیر علیا","Old","YES","2406",NA
"2405126","2405"," Sar Qul Khadeer Secondary School","مکتب متوسطه سرقل خدیر","Relocated","YES","2406",NA
"2405127","2405"," Khadeer Sufla Mosque","مسجد خدیر سفلی","Old","YES","2406",NA
"2405128","2405"," Shaneah Jalil Pasiband Mosque","مسجد شنیه جلیل پسی بند","Old","YES","2406",NA
"2405129","2405"," Dahan Sai Pasi Band School","مکتب دهن سای پسی بند","Old","YES","2406",NA
"2405130","2405"," Peetab Joi Shalgham Mosque","مسجد پیتاب جوی شلغم","Relocated","YES","2406",NA
